model,decoding_group,run_label,category_a,category_b,is_diagonal,n_justifications,support,joint_prevalence,prevalence_a,prevalence_b,lift
Gemma 4 2B,Greedy,greedy_t0,Payoff,ClaimComparison,False,191,15,0.07853403141361257,0.900523560209424,0.07853403141361257,1.11046511627907
Gemma 4 2B,Greedy,greedy_t0,Payoff,Payoff,True,191,172,0.900523560209424,0.900523560209424,0.900523560209424,
Gemma 4 2B,Greedy,greedy_t0,Payoff,Uncertainty,False,191,104,0.5445026178010471,0.900523560209424,0.6387434554973822,0.9466260007624858
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Mechanical,False,191,1,0.005235602094240838,0.6387434554973822,0.02617801047120419,0.3131147540983607
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Testimony,False,191,56,0.2931937172774869,0.6387434554973822,0.5445026178010471,0.8430012610340478
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,SocialJudgment,False,191,50,0.2617801047120419,0.6387434554973822,0.5078534031413613,0.8069967889133005
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Behavioral,False,191,21,0.1099476439790576,0.6387434554973822,0.17801047120418848,0.9669720347155256
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,ClaimComparison,False,191,7,0.03664921465968586,0.6387434554973822,0.07853403141361257,0.7306010928961748
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Payoff,False,191,104,0.5445026178010471,0.6387434554973822,0.900523560209424,0.9466260007624858
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Uncertainty,True,191,122,0.6387434554973822,0.6387434554973822,0.6387434554973822,
Gemma 4 4B,Stochastic,run_1,Mechanical,Mechanical,True,191,15,0.07853403141361257,0.07853403141361257,0.07853403141361257,
Gemma 4 4B,Stochastic,run_1,Mechanical,Testimony,False,191,13,0.06806282722513089,0.07853403141361257,0.774869109947644,1.1184684684684685
Gemma 4 4B,Stochastic,run_1,Mechanical,SocialJudgment,False,191,6,0.031413612565445025,0.07853403141361257,0.5654450261780105,0.7074074074074074
Gemma 4 4B,Stochastic,run_1,Mechanical,Behavioral,False,191,8,0.041884816753926704,0.07853403141361257,0.6178010471204188,0.8632768361581922
Gemma 4 4B,Stochastic,run_1,Mechanical,ClaimComparison,False,191,3,0.015706806282722512,0.07853403141361257,0.18848167539267016,1.0611111111111111
Gemma 4 4B,Stochastic,run_1,Mechanical,Payoff,False,191,11,0.05759162303664921,0.07853403141361257,0.7329842931937173,1.0004761904761903
Gemma 4 4B,Stochastic,run_1,Mechanical,Uncertainty,False,191,2,0.010471204188481676,0.07853403141361257,0.39790575916230364,0.33508771929824566
Gemma 4 4B,Stochastic,run_1,Testimony,Mechanical,False,191,13,0.06806282722513089,0.774869109947644,0.07853403141361257,1.1184684684684685
Gemma 4 4B,Stochastic,run_1,Testimony,Testimony,True,191,148,0.774869109947644,0.774869109947644,0.774869109947644,
Gemma 4 4B,Stochastic,run_1,Testimony,SocialJudgment,False,191,75,0.39267015706806285,0.774869109947644,0.5654450261780105,0.8962087087087086
Gemma 4 4B,Stochastic,run_1,Testimony,Behavioral,False,191,93,0.4869109947643979,0.774869109947644,0.6178010471204188,1.0171209344938157
Gemma 4 4B,Stochastic,run_1,Testimony,ClaimComparison,False,191,34,0.17801047120418848,0.774869109947644,0.18848167539267016,1.2188438438438436
Gemma 4 4B,Stochastic,run_1,Testimony,Payoff,False,191,110,0.5759162303664922,0.774869109947644,0.7329842931937173,1.013996138996139
Gemma 4 4B,Stochastic,run_1,Testimony,Uncertainty,False,191,52,0.27225130890052357,0.774869109947644,0.39790575916230364,0.8830014224751067
Gemma 4 4B,Stochastic,run_1,SocialJudgment,Mechanical,False,191,6,0.031413612565445025,0.5654450261780105,0.07853403141361257,0.7074074074074074
Gemma 4 4B,Stochastic,run_1,SocialJudgment,Testimony,False,191,75,0.39267015706806285,0.5654450261780105,0.774869109947644,0.8962087087087086
Gemma 4 4B,Stochastic,run_1,SocialJudgment,SocialJudgment,True,191,108,0.5654450261780105,0.5654450261780105,0.5654450261780105,
Gemma 4 4B,Stochastic,run_1,SocialJudgment,Behavioral,False,191,65,0.3403141361256545,0.5654450261780105,0.6178010471204188,0.9741839296924043
Gemma 4 4B,Stochastic,run_1,SocialJudgment,ClaimComparison,False,191,16,0.08376963350785341,0.5654450261780105,0.18848167539267016,0.7860082304526749
Gemma 4 4B,Stochastic,run_1,SocialJudgment,Payoff,False,191,81,0.42408376963350786,0.5654450261780105,0.7329842931937173,1.0232142857142856
Gemma 4 4B,Stochastic,run_1,SocialJudgment,Uncertainty,False,191,41,0.21465968586387435,0.5654450261780105,0.39790575916230364,0.9540692007797271
Gemma 4 4B,Stochastic,run_1,Behavioral,Mechanical,False,191,8,0.041884816753926704,0.6178010471204188,0.07853403141361257,0.8632768361581922
Gemma 4 4B,Stochastic,run_1,Behavioral,Testimony,False,191,93,0.4869109947643979,0.6178010471204188,0.774869109947644,1.0171209344938157
Gemma 4 4B,Stochastic,run_1,Behavioral,SocialJudgment,False,191,65,0.3403141361256545,0.6178010471204188,0.5654450261780105,0.9741839296924043
Gemma 4 4B,Stochastic,run_1,Behavioral,Behavioral,True,191,118,0.6178010471204188,0.6178010471204188,0.6178010471204188,
Gemma 4 4B,Stochastic,run_1,Behavioral,ClaimComparison,False,191,28,0.14659685863874344,0.6178010471204188,0.18848167539267016,1.25894538606403
Gemma 4 4B,Stochastic,run_1,Behavioral,Payoff,False,191,79,0.41361256544502617,0.6178010471204188,0.7329842931937173,0.9133777239709443
Gemma 4 4B,Stochastic,run_1,Behavioral,Uncertainty,False,191,40,0.2094240837696335,0.6178010471204188,0.39790575916230364,0.8519179304192686
Gemma 4 4B,Stochastic,run_1,ClaimComparison,Mechanical,False,191,3,0.015706806282722512,0.18848167539267016,0.07853403141361257,1.0611111111111111
Gemma 4 4B,Stochastic,run_1,ClaimComparison,Testimony,False,191,34,0.17801047120418848,0.18848167539267016,0.774869109947644,1.2188438438438436
Gemma 4 4B,Stochastic,run_1,ClaimComparison,SocialJudgment,False,191,16,0.08376963350785341,0.18848167539267016,0.5654450261780105,0.7860082304526749
Gemma 4 4B,Stochastic,run_1,ClaimComparison,Behavioral,False,191,28,0.14659685863874344,0.18848167539267016,0.6178010471204188,1.25894538606403
Gemma 4 4B,Stochastic,run_1,ClaimComparison,ClaimComparison,True,191,36,0.18848167539267016,0.18848167539267016,0.18848167539267016,
Gemma 4 4B,Stochastic,run_1,ClaimComparison,Payoff,False,191,24,0.1256544502617801,0.18848167539267016,0.7329842931937173,0.9095238095238094
Gemma 4 4B,Stochastic,run_1,ClaimComparison,Uncertainty,False,191,11,0.05759162303664921,0.18848167539267016,0.39790575916230364,0.7679093567251462
Gemma 4 4B,Stochastic,run_1,Payoff,Mechanical,False,191,11,0.05759162303664921,0.7329842931937173,0.07853403141361257,1.0004761904761903
Gemma 4 4B,Stochastic,run_1,Payoff,Testimony,False,191,110,0.5759162303664922,0.7329842931937173,0.774869109947644,1.013996138996139
Gemma 4 4B,Stochastic,run_1,Payoff,SocialJudgment,False,191,81,0.42408376963350786,0.7329842931937173,0.5654450261780105,1.0232142857142856
Gemma 4 4B,Stochastic,run_1,Payoff,Behavioral,False,191,79,0.41361256544502617,0.7329842931937173,0.6178010471204188,0.9133777239709443
Gemma 4 4B,Stochastic,run_1,Payoff,ClaimComparison,False,191,24,0.1256544502617801,0.7329842931937173,0.18848167539267016,0.9095238095238094
Gemma 4 4B,Stochastic,run_1,Payoff,Payoff,True,191,140,0.7329842931937173,0.7329842931937173,0.7329842931937173,
Gemma 4 4B,Stochastic,run_1,Payoff,Uncertainty,False,191,48,0.2513089005235602,0.7329842931937173,0.39790575916230364,0.8616541353383458
Gemma 4 4B,Stochastic,run_1,Uncertainty,Mechanical,False,191,2,0.010471204188481676,0.39790575916230364,0.07853403141361257,0.33508771929824566
Gemma 4 4B,Stochastic,run_1,Uncertainty,Testimony,False,191,52,0.27225130890052357,0.39790575916230364,0.774869109947644,0.8830014224751067
Gemma 4 4B,Stochastic,run_1,Uncertainty,SocialJudgment,False,191,41,0.21465968586387435,0.39790575916230364,0.5654450261780105,0.9540692007797271
Gemma 4 4B,Stochastic,run_1,Uncertainty,Behavioral,False,191,40,0.2094240837696335,0.39790575916230364,0.6178010471204188,0.8519179304192686
Gemma 4 4B,Stochastic,run_1,Uncertainty,ClaimComparison,False,191,11,0.05759162303664921,0.39790575916230364,0.18848167539267016,0.7679093567251462
Gemma 4 4B,Stochastic,run_1,Uncertainty,Payoff,False,191,48,0.2513089005235602,0.39790575916230364,0.7329842931937173,0.8616541353383458
Gemma 4 4B,Stochastic,run_1,Uncertainty,Uncertainty,True,191,76,0.39790575916230364,0.39790575916230364,0.39790575916230364,
Gemma 4 4B,Stochastic,run_2,Mechanical,Mechanical,True,191,13,0.06806282722513089,0.06806282722513089,0.06806282722513089,
Gemma 4 4B,Stochastic,run_2,Mechanical,Testimony,False,191,12,0.06282722513089005,0.06806282722513089,0.7486910994764397,1.2329209252286175
Gemma 4 4B,Stochastic,run_2,Mechanical,SocialJudgment,False,191,6,0.031413612565445025,0.06806282722513089,0.5759162303664922,0.8013986013986013
Gemma 4 4B,Stochastic,run_2,Mechanical,Behavioral,False,191,4,0.020942408376963352,0.06806282722513089,0.5602094240837696,0.5492451473759885
Gemma 4 4B,Stochastic,run_2,Mechanical,ClaimComparison,False,191,1,0.005235602094240838,0.06806282722513089,0.16230366492146597,0.47394540942928043
Gemma 4 4B,Stochastic,run_2,Mechanical,Payoff,False,191,11,0.05759162303664921,0.06806282722513089,0.7120418848167539,1.1883484162895928
Gemma 4 4B,Stochastic,run_2,Mechanical,Uncertainty,False,191,5,0.02617801047120419,0.06806282722513089,0.4607329842931937,0.8347902097902098
Gemma 4 4B,Stochastic,run_2,Testimony,Mechanical,False,191,12,0.06282722513089005,0.7486910994764397,0.06806282722513089,1.2329209252286175
Gemma 4 4B,Stochastic,run_2,Testimony,Testimony,True,191,143,0.7486910994764397,0.7486910994764397,0.7486910994764397,
Gemma 4 4B,Stochastic,run_2,Testimony,SocialJudgment,False,191,75,0.39267015706806285,0.7486910994764397,0.5759162303664922,0.9106802288620471
Gemma 4 4B,Stochastic,run_2,Testimony,Behavioral,False,191,85,0.44502617801047123,0.7486910994764397,0.5602094240837696,1.0610417619763417
Gemma 4 4B,Stochastic,run_2,Testimony,ClaimComparison,False,191,31,0.16230366492146597,0.7486910994764397,0.16230366492146597,1.3356643356643358
Gemma 4 4B,Stochastic,run_2,Testimony,Payoff,False,191,105,0.5497382198952879,0.7486910994764397,0.7120418848167539,1.0312114356232003
Gemma 4 4B,Stochastic,run_2,Testimony,Uncertainty,False,191,59,0.3089005235602094,0.7486910994764397,0.4607329842931937,0.8955022250476796
Gemma 4 4B,Stochastic,run_2,SocialJudgment,Mechanical,False,191,6,0.031413612565445025,0.5759162303664922,0.06806282722513089,0.8013986013986013
Gemma 4 4B,Stochastic,run_2,SocialJudgment,Testimony,False,191,75,0.39267015706806285,0.5759162303664922,0.7486910994764397,0.9106802288620471
Gemma 4 4B,Stochastic,run_2,SocialJudgment,SocialJudgment,True,191,110,0.5759162303664922,0.5759162303664922,0.5759162303664922,
Gemma 4 4B,Stochastic,run_2,SocialJudgment,Behavioral,False,191,58,0.3036649214659686,0.5759162303664922,0.5602094240837696,0.9412064570943075
Gemma 4 4B,Stochastic,run_2,SocialJudgment,ClaimComparison,False,191,20,0.10471204188481675,0.5759162303664922,0.16230366492146597,1.1202346041055717
Gemma 4 4B,Stochastic,run_2,SocialJudgment,Payoff,False,191,79,0.41361256544502617,0.5759162303664922,0.7120418848167539,1.0086229946524063
Gemma 4 4B,Stochastic,run_2,SocialJudgment,Uncertainty,False,191,49,0.25654450261780104,0.5759162303664922,0.4607329842931937,0.9668388429752065
Gemma 4 4B,Stochastic,run_2,Behavioral,Mechanical,False,191,4,0.020942408376963352,0.5602094240837696,0.06806282722513089,0.5492451473759885
Gemma 4 4B,Stochastic,run_2,Behavioral,Testimony,False,191,85,0.44502617801047123,0.5602094240837696,0.7486910994764397,1.0610417619763417
Gemma 4 4B,Stochastic,run_2,Behavioral,SocialJudgment,False,191,58,0.3036649214659686,0.5602094240837696,0.5759162303664922,0.9412064570943075
Gemma 4 4B,Stochastic,run_2,Behavioral,Behavioral,True,191,107,0.5602094240837696,0.5602094240837696,0.5602094240837696,
Gemma 4 4B,Stochastic,run_2,Behavioral,ClaimComparison,False,191,17,0.08900523560209424,0.5602094240837696,0.16230366492146597,0.9788965933072054
Gemma 4 4B,Stochastic,run_2,Behavioral,Payoff,False,191,75,0.39267015706806285,0.5602094240837696,0.7120418848167539,0.984400769653656
Gemma 4 4B,Stochastic,run_2,Behavioral,Uncertainty,False,191,42,0.2198952879581152,0.5602094240837696,0.4607329842931937,0.8519541206457094
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Mechanical,False,191,1,0.005235602094240838,0.16230366492146597,0.06806282722513089,0.47394540942928043
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Testimony,False,191,31,0.16230366492146597,0.16230366492146597,0.7486910994764397,1.3356643356643358
Gemma 4 4B,Stochastic,run_2,ClaimComparison,SocialJudgment,False,191,20,0.10471204188481675,0.16230366492146597,0.5759162303664922,1.1202346041055717
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Behavioral,False,191,17,0.08900523560209424,0.16230366492146597,0.5602094240837696,0.9788965933072054
Gemma 4 4B,Stochastic,run_2,ClaimComparison,ClaimComparison,True,191,31,0.16230366492146597,0.16230366492146597,0.16230366492146597,
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Payoff,False,191,21,0.1099476439790576,0.16230366492146597,0.7120418848167539,0.9513757115749526
Gemma 4 4B,Stochastic,run_2,ClaimComparison,Uncertainty,False,191,7,0.03664921465968586,0.16230366492146597,0.4607329842931937,0.4901026392961876
Gemma 4 4B,Stochastic,run_2,Payoff,Mechanical,False,191,11,0.05759162303664921,0.7120418848167539,0.06806282722513089,1.1883484162895928
Gemma 4 4B,Stochastic,run_2,Payoff,Testimony,False,191,105,0.5497382198952879,0.7120418848167539,0.7486910994764397,1.0312114356232003
Gemma 4 4B,Stochastic,run_2,Payoff,SocialJudgment,False,191,79,0.41361256544502617,0.7120418848167539,0.5759162303664922,1.0086229946524063
Gemma 4 4B,Stochastic,run_2,Payoff,Behavioral,False,191,75,0.39267015706806285,0.7120418848167539,0.5602094240837696,0.984400769653656
Gemma 4 4B,Stochastic,run_2,Payoff,ClaimComparison,False,191,21,0.1099476439790576,0.7120418848167539,0.16230366492146597,0.9513757115749526
Gemma 4 4B,Stochastic,run_2,Payoff,Payoff,True,191,136,0.7120418848167539,0.7120418848167539,0.7120418848167539,
Gemma 4 4B,Stochastic,run_2,Payoff,Uncertainty,False,191,56,0.2931937172774869,0.7120418848167539,0.4607329842931937,0.8937165775401069
Gemma 4 4B,Stochastic,run_2,Uncertainty,Mechanical,False,191,5,0.02617801047120419,0.4607329842931937,0.06806282722513089,0.8347902097902098
Gemma 4 4B,Stochastic,run_2,Uncertainty,Testimony,False,191,59,0.3089005235602094,0.4607329842931937,0.7486910994764397,0.8955022250476796
Gemma 4 4B,Stochastic,run_2,Uncertainty,SocialJudgment,False,191,49,0.25654450261780104,0.4607329842931937,0.5759162303664922,0.9668388429752065
Gemma 4 4B,Stochastic,run_2,Uncertainty,Behavioral,False,191,42,0.2198952879581152,0.4607329842931937,0.5602094240837696,0.8519541206457094
Gemma 4 4B,Stochastic,run_2,Uncertainty,ClaimComparison,False,191,7,0.03664921465968586,0.4607329842931937,0.16230366492146597,0.4901026392961876
Gemma 4 4B,Stochastic,run_2,Uncertainty,Payoff,False,191,56,0.2931937172774869,0.4607329842931937,0.7120418848167539,0.8937165775401069
Gemma 4 4B,Stochastic,run_2,Uncertainty,Uncertainty,True,191,88,0.4607329842931937,0.4607329842931937,0.4607329842931937,
Gemma 4 4B,Stochastic,run_3,Mechanical,Mechanical,True,191,12,0.06282722513089005,0.06282722513089005,0.06282722513089005,
Gemma 4 4B,Stochastic,run_3,Mechanical,Testimony,False,191,12,0.06282722513089005,0.06282722513089005,0.7382198952879581,1.3546099290780143
Gemma 4 4B,Stochastic,run_3,Mechanical,SocialJudgment,False,191,3,0.015706806282722512,0.06282722513089005,0.5445026178010471,0.45913461538461536
Gemma 4 4B,Stochastic,run_3,Mechanical,Behavioral,False,191,4,0.020942408376963352,0.06282722513089005,0.5654450261780105,0.5895061728395061
Gemma 4 4B,Stochastic,run_3,Mechanical,ClaimComparison,False,191,1,0.005235602094240838,0.06282722513089005,0.19895287958115182,0.41885964912280704
Gemma 4 4B,Stochastic,run_3,Mechanical,Payoff,False,191,9,0.04712041884816754,0.06282722513089005,0.7120418848167539,1.053308823529412
Gemma 4 4B,Stochastic,run_3,Mechanical,Uncertainty,False,191,3,0.015706806282722512,0.06282722513089005,0.418848167539267,0.596875
Gemma 4 4B,Stochastic,run_3,Testimony,Mechanical,False,191,12,0.06282722513089005,0.7382198952879581,0.06282722513089005,1.3546099290780143
Gemma 4 4B,Stochastic,run_3,Testimony,Testimony,True,191,141,0.7382198952879581,0.7382198952879581,0.7382198952879581,
Gemma 4 4B,Stochastic,run_3,Testimony,SocialJudgment,False,191,74,0.387434554973822,0.7382198952879581,0.5445026178010471,0.9638570649208947
Gemma 4 4B,Stochastic,run_3,Testimony,Behavioral,False,191,77,0.4031413612565445,0.7382198952879581,0.5654450261780105,0.9657867086945101
Gemma 4 4B,Stochastic,run_3,Testimony,ClaimComparison,False,191,35,0.18324607329842932,0.7382198952879581,0.19895287958115182,1.2476670399402765
Gemma 4 4B,Stochastic,run_3,Testimony,Payoff,False,191,104,0.5445026178010471,0.7382198952879581,0.7120418848167539,1.035878181059658
Gemma 4 4B,Stochastic,run_3,Testimony,Uncertainty,False,191,57,0.29842931937172773,0.7382198952879581,0.418848167539267,0.9651595744680852
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Mechanical,False,191,3,0.015706806282722512,0.5445026178010471,0.06282722513089005,0.45913461538461536
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Testimony,False,191,74,0.387434554973822,0.5445026178010471,0.7382198952879581,0.9638570649208947
Gemma 4 4B,Stochastic,run_3,SocialJudgment,SocialJudgment,True,191,104,0.5445026178010471,0.5445026178010471,0.5445026178010471,
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Behavioral,False,191,58,0.3036649214659686,0.5445026178010471,0.5654450261780105,0.9862891737891736
Gemma 4 4B,Stochastic,run_3,SocialJudgment,ClaimComparison,False,191,16,0.08376963350785341,0.5445026178010471,0.19895287958115182,0.7732793522267207
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Payoff,False,191,78,0.4083769633507853,0.5445026178010471,0.7120418848167539,1.0533088235294117
Gemma 4 4B,Stochastic,run_3,SocialJudgment,Uncertainty,False,191,34,0.17801047120418848,0.5445026178010471,0.418848167539267,0.7805288461538461
Gemma 4 4B,Stochastic,run_3,Behavioral,Mechanical,False,191,4,0.020942408376963352,0.5654450261780105,0.06282722513089005,0.5895061728395061
Gemma 4 4B,Stochastic,run_3,Behavioral,Testimony,False,191,77,0.4031413612565445,0.5654450261780105,0.7382198952879581,0.9657867086945101
Gemma 4 4B,Stochastic,run_3,Behavioral,SocialJudgment,False,191,58,0.3036649214659686,0.5654450261780105,0.5445026178010471,0.9862891737891736
Gemma 4 4B,Stochastic,run_3,Behavioral,Behavioral,True,191,108,0.5654450261780105,0.5654450261780105,0.5654450261780105,
Gemma 4 4B,Stochastic,run_3,Behavioral,ClaimComparison,False,191,26,0.13612565445026178,0.5654450261780105,0.19895287958115182,1.2100389863547758
Gemma 4 4B,Stochastic,run_3,Behavioral,Payoff,False,191,73,0.38219895287958117,0.5654450261780105,0.7120418848167539,0.9492783224400871
Gemma 4 4B,Stochastic,run_3,Behavioral,Uncertainty,False,191,39,0.20418848167539266,0.5654450261780105,0.418848167539267,0.8621527777777778
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Mechanical,False,191,1,0.005235602094240838,0.19895287958115182,0.06282722513089005,0.41885964912280704
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Testimony,False,191,35,0.18324607329842932,0.19895287958115182,0.7382198952879581,1.2476670399402765
Gemma 4 4B,Stochastic,run_3,ClaimComparison,SocialJudgment,False,191,16,0.08376963350785341,0.19895287958115182,0.5445026178010471,0.7732793522267207
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Behavioral,False,191,26,0.13612565445026178,0.19895287958115182,0.5654450261780105,1.2100389863547758
Gemma 4 4B,Stochastic,run_3,ClaimComparison,ClaimComparison,True,191,38,0.19895287958115182,0.19895287958115182,0.19895287958115182,
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Payoff,False,191,29,0.1518324607329843,0.19895287958115182,0.7120418848167539,1.0717879256965945
Gemma 4 4B,Stochastic,run_3,ClaimComparison,Uncertainty,False,191,14,0.07329842931937172,0.19895287958115182,0.418848167539267,0.8796052631578948
Gemma 4 4B,Stochastic,run_3,Payoff,Mechanical,False,191,9,0.04712041884816754,0.7120418848167539,0.06282722513089005,1.053308823529412
Gemma 4 4B,Stochastic,run_3,Payoff,Testimony,False,191,104,0.5445026178010471,0.7120418848167539,0.7382198952879581,1.035878181059658
Gemma 4 4B,Stochastic,run_3,Payoff,SocialJudgment,False,191,78,0.4083769633507853,0.7120418848167539,0.5445026178010471,1.0533088235294117
Gemma 4 4B,Stochastic,run_3,Payoff,Behavioral,False,191,73,0.38219895287958117,0.7120418848167539,0.5654450261780105,0.9492783224400871
Gemma 4 4B,Stochastic,run_3,Payoff,ClaimComparison,False,191,29,0.1518324607329843,0.7120418848167539,0.19895287958115182,1.0717879256965945
Gemma 4 4B,Stochastic,run_3,Payoff,Payoff,True,191,136,0.7120418848167539,0.7120418848167539,0.7120418848167539,
Gemma 4 4B,Stochastic,run_3,Payoff,Uncertainty,False,191,49,0.25654450261780104,0.7120418848167539,0.418848167539267,0.860202205882353
Gemma 4 4B,Stochastic,run_3,Uncertainty,Mechanical,False,191,3,0.015706806282722512,0.418848167539267,0.06282722513089005,0.596875
Gemma 4 4B,Stochastic,run_3,Uncertainty,Testimony,False,191,57,0.29842931937172773,0.418848167539267,0.7382198952879581,0.9651595744680852
Gemma 4 4B,Stochastic,run_3,Uncertainty,SocialJudgment,False,191,34,0.17801047120418848,0.418848167539267,0.5445026178010471,0.7805288461538461
Gemma 4 4B,Stochastic,run_3,Uncertainty,Behavioral,False,191,39,0.20418848167539266,0.418848167539267,0.5654450261780105,0.8621527777777778
Gemma 4 4B,Stochastic,run_3,Uncertainty,ClaimComparison,False,191,14,0.07329842931937172,0.418848167539267,0.19895287958115182,0.8796052631578948
Gemma 4 4B,Stochastic,run_3,Uncertainty,Payoff,False,191,49,0.25654450261780104,0.418848167539267,0.7120418848167539,0.860202205882353
Gemma 4 4B,Stochastic,run_3,Uncertainty,Uncertainty,True,191,80,0.418848167539267,0.418848167539267,0.418848167539267,
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Mechanical,True,191,14,0.07329842931937172,0.07329842931937172,0.07329842931937172,
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Testimony,False,191,14,0.07329842931937172,0.07329842931937172,0.7172774869109948,1.3941605839416058
Gemma 4 4B,Greedy,greedy_t0,Mechanical,SocialJudgment,False,191,5,0.02617801047120419,0.07329842931937172,0.5392670157068062,0.6622746185852983
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Behavioral,False,191,7,0.03664921465968586,0.07329842931937172,0.5026178010471204,0.9947916666666667
Gemma 4 4B,Greedy,greedy_t0,Mechanical,ClaimComparison,False,191,2,0.010471204188481676,0.07329842931937172,0.19895287958115182,0.718045112781955
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Payoff,False,191,12,0.06282722513089005,0.07329842931937172,0.7172774869109948,1.194994786235662
Gemma 4 4B,Greedy,greedy_t0,Mechanical,Uncertainty,False,191,3,0.015706806282722512,0.07329842931937172,0.4031413612565445,0.5315398886827458
Gemma 4 4B,Greedy,greedy_t0,Testimony,Mechanical,False,191,14,0.07329842931937172,0.7172774869109948,0.07329842931937172,1.3941605839416058
Gemma 4 4B,Greedy,greedy_t0,Testimony,Testimony,True,191,137,0.7172774869109948,0.7172774869109948,0.7172774869109948,
Gemma 4 4B,Greedy,greedy_t0,Testimony,SocialJudgment,False,191,68,0.35602094240837695,0.7172774869109948,0.5392670157068062,0.9204166961944582
Gemma 4 4B,Greedy,greedy_t0,Testimony,Behavioral,False,191,70,0.36649214659685864,0.7172774869109948,0.5026178010471204,1.0165754257907542
Gemma 4 4B,Greedy,greedy_t0,Testimony,ClaimComparison,False,191,38,0.19895287958115182,0.7172774869109948,0.19895287958115182,1.3941605839416058
Gemma 4 4B,Greedy,greedy_t0,Testimony,Payoff,False,191,104,0.5445026178010471,0.7172774869109948,0.7172774869109948,1.058340881240343
Gemma 4 4B,Greedy,greedy_t0,Testimony,Uncertainty,False,191,48,0.2513089005235602,0.7172774869109948,0.4031413612565445,0.8690871172622997
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Mechanical,False,191,5,0.02617801047120419,0.5392670157068062,0.07329842931937172,0.6622746185852983
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Testimony,False,191,68,0.35602094240837695,0.5392670157068062,0.7172774869109948,0.9204166961944582
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,SocialJudgment,True,191,103,0.5392670157068062,0.5392670157068062,0.5392670157068062,
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Behavioral,False,191,49,0.25654450261780104,0.5392670157068062,0.5026178010471204,0.9465008090614887
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,ClaimComparison,False,191,13,0.06806282722513089,0.5392670157068062,0.19895287958115182,0.6343893714869699
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Payoff,False,191,80,0.418848167539267,0.5392670157068062,0.7172774869109948,1.0828431719934803
Gemma 4 4B,Greedy,greedy_t0,SocialJudgment,Uncertainty,False,191,37,0.193717277486911,0.5392670157068062,0.4031413612565445,0.8910603959147649
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Mechanical,False,191,7,0.03664921465968586,0.5026178010471204,0.07329842931937172,0.9947916666666667
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Testimony,False,191,70,0.36649214659685864,0.5026178010471204,0.7172774869109948,1.0165754257907542
Gemma 4 4B,Greedy,greedy_t0,Behavioral,SocialJudgment,False,191,49,0.25654450261780104,0.5026178010471204,0.5392670157068062,0.9465008090614887
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Behavioral,True,191,96,0.5026178010471204,0.5026178010471204,0.5026178010471204,
Gemma 4 4B,Greedy,greedy_t0,Behavioral,ClaimComparison,False,191,27,0.14136125654450263,0.5026178010471204,0.19895287958115182,1.413651315789474
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Payoff,False,191,58,0.3036649214659686,0.5026178010471204,0.7172774869109948,0.8423053527980535
Gemma 4 4B,Greedy,greedy_t0,Behavioral,Uncertainty,False,191,35,0.18324607329842932,0.5026178010471204,0.4031413612565445,0.9043560606060607
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Mechanical,False,191,2,0.010471204188481676,0.19895287958115182,0.07329842931937172,0.718045112781955
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Testimony,False,191,38,0.19895287958115182,0.19895287958115182,0.7172774869109948,1.3941605839416058
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,SocialJudgment,False,191,13,0.06806282722513089,0.19895287958115182,0.5392670157068062,0.6343893714869699
