model,decoding_group,category_a,category_b,is_diagonal,n_runs,support_mean,support_total,joint_prevalence_mean,lift_mean,lift_sd
Gemma 4 2B,Stochastic,SocialJudgment,Testimony,False,3,56.333333333333336,169,0.2949389179755672,0.9272557076230528,0.047202415773736475
Gemma 4 2B,Stochastic,SocialJudgment,Uncertainty,False,3,57.666666666666664,173,0.3019197207678883,0.8534254876093891,0.03407711405977059
Gemma 4 2B,Stochastic,Testimony,Behavioral,False,3,14.666666666666666,44,0.07678883071553229,0.857353668348768,0.13452081752275916
Gemma 4 2B,Stochastic,Testimony,ClaimComparison,False,3,14.666666666666666,44,0.07678883071553229,1.8373895495540271,0.1014642462803112
Gemma 4 2B,Stochastic,Testimony,Mechanical,False,3,4.333333333333333,13,0.022687609075043632,1.4836169314324656,0.3137570125602782
Gemma 4 2B,Stochastic,Testimony,Payoff,False,3,93.33333333333333,280,0.4886561954624782,1.0067844807780604,0.016423226528446508
Gemma 4 2B,Stochastic,Testimony,SocialJudgment,False,3,56.333333333333336,169,0.2949389179755672,0.9272557076230528,0.047202415773736475
Gemma 4 2B,Stochastic,Testimony,Testimony,True,3,102.0,306,0.5340314136125655,,
Gemma 4 2B,Stochastic,Testimony,Uncertainty,False,3,47.333333333333336,142,0.24781849912739964,0.7761615710538381,0.08008063294606024
Gemma 4 2B,Stochastic,Uncertainty,Behavioral,False,3,21.333333333333332,64,0.11169284467713787,1.1259667987172233,0.2510880715120141
Gemma 4 2B,Stochastic,Uncertainty,ClaimComparison,False,3,7.666666666666667,23,0.04013961605584642,0.8526289328146914,0.16341833101280867
Gemma 4 2B,Stochastic,Uncertainty,Mechanical,False,3,2.3333333333333335,7,0.012216404886561954,0.7180451127819549,0.20728176957747838
Gemma 4 2B,Stochastic,Uncertainty,Payoff,False,3,101.33333333333333,304,0.5305410122164048,0.9776867284766039,0.013761054734909796
Gemma 4 2B,Stochastic,Uncertainty,SocialJudgment,False,3,57.666666666666664,173,0.3019197207678883,0.8534254876093891,0.03407711405977059
Gemma 4 2B,Stochastic,Uncertainty,Testimony,False,3,47.333333333333336,142,0.24781849912739964,0.7761615710538381,0.08008063294606024
Gemma 4 2B,Stochastic,Uncertainty,Uncertainty,True,3,114.0,342,0.5968586387434555,,
Gemma 4 2B,Greedy,Behavioral,Behavioral,True,1,34.0,34,0.17801047120418848,,
Gemma 4 2B,Greedy,Behavioral,ClaimComparison,False,1,2.0,2,0.010471204188481676,0.7490196078431374,
Gemma 4 2B,Greedy,Behavioral,Mechanical,False,1,2.0,2,0.010471204188481676,2.2470588235294118,
Gemma 4 2B,Greedy,Behavioral,Payoff,False,1,31.0,31,0.16230366492146597,1.012482900136799,
Gemma 4 2B,Greedy,Behavioral,SocialJudgment,False,1,14.0,14,0.07329842931937172,0.8107944208611279,
Gemma 4 2B,Greedy,Behavioral,Testimony,False,1,20.0,20,0.10471204188481675,1.080316742081448,
Gemma 4 2B,Greedy,Behavioral,Uncertainty,False,1,21.0,21,0.1099476439790576,0.9669720347155256,
Gemma 4 2B,Greedy,ClaimComparison,Behavioral,False,1,2.0,2,0.010471204188481676,0.7490196078431374,
Gemma 4 2B,Greedy,ClaimComparison,ClaimComparison,True,1,15.0,15,0.07853403141361257,,
Gemma 4 2B,Greedy,ClaimComparison,Mechanical,False,1,0.0,0,0.0,0.0,
Gemma 4 2B,Greedy,ClaimComparison,Payoff,False,1,15.0,15,0.07853403141361257,1.11046511627907,
Gemma 4 2B,Greedy,ClaimComparison,SocialJudgment,False,1,7.0,7,0.03664921465968586,0.9189003436426115,
Gemma 4 2B,Greedy,ClaimComparison,Testimony,False,1,15.0,15,0.07853403141361257,1.8365384615384615,
Gemma 4 2B,Greedy,ClaimComparison,Uncertainty,False,1,7.0,7,0.03664921465968586,0.7306010928961748,
Gemma 4 2B,Greedy,Mechanical,Behavioral,False,1,2.0,2,0.010471204188481676,2.2470588235294118,
Gemma 4 2B,Greedy,Mechanical,ClaimComparison,False,1,0.0,0,0.0,0.0,
Gemma 4 2B,Greedy,Mechanical,Mechanical,True,1,5.0,5,0.02617801047120419,,
Gemma 4 2B,Greedy,Mechanical,Payoff,False,1,5.0,5,0.02617801047120419,1.1104651162790697,
Gemma 4 2B,Greedy,Mechanical,SocialJudgment,False,1,2.0,2,0.010471204188481676,0.7876288659793814,
Gemma 4 2B,Greedy,Mechanical,Testimony,False,1,5.0,5,0.02617801047120419,1.8365384615384615,
Gemma 4 2B,Greedy,Mechanical,Uncertainty,False,1,1.0,1,0.005235602094240838,0.3131147540983607,
Gemma 4 2B,Greedy,Payoff,Behavioral,False,1,31.0,31,0.16230366492146597,1.012482900136799,
Gemma 4 2B,Greedy,Payoff,ClaimComparison,False,1,15.0,15,0.07853403141361257,1.11046511627907,
Gemma 4 2B,Greedy,Payoff,Mechanical,False,1,5.0,5,0.02617801047120419,1.1104651162790697,
Gemma 4 2B,Greedy,Payoff,Payoff,True,1,172.0,172,0.900523560209424,,
Gemma 4 2B,Greedy,Payoff,SocialJudgment,False,1,88.0,88,0.4607329842931937,1.0074322704387435,
Gemma 4 2B,Greedy,Payoff,Testimony,False,1,101.0,101,0.5287958115183246,1.0784324686940965,
Gemma 4 2B,Greedy,Payoff,Uncertainty,False,1,104.0,104,0.5445026178010471,0.9466260007624858,
Gemma 4 2B,Greedy,SocialJudgment,Behavioral,False,1,14.0,14,0.07329842931937172,0.8107944208611279,
Gemma 4 2B,Greedy,SocialJudgment,ClaimComparison,False,1,7.0,7,0.03664921465968586,0.9189003436426115,
Gemma 4 2B,Greedy,SocialJudgment,Mechanical,False,1,2.0,2,0.010471204188481676,0.7876288659793814,
Gemma 4 2B,Greedy,SocialJudgment,Payoff,False,1,88.0,88,0.4607329842931937,1.0074322704387435,
Gemma 4 2B,Greedy,SocialJudgment,SocialJudgment,True,1,97.0,97,0.5078534031413613,,
Gemma 4 2B,Greedy,SocialJudgment,Testimony,False,1,47.0,47,0.24607329842931938,0.8898691514670896,
Gemma 4 2B,Greedy,SocialJudgment,Uncertainty,False,1,50.0,50,0.2617801047120419,0.8069967889133005,
Gemma 4 2B,Greedy,Testimony,Behavioral,False,1,20.0,20,0.10471204188481675,1.080316742081448,
Gemma 4 2B,Greedy,Testimony,ClaimComparison,False,1,15.0,15,0.07853403141361257,1.8365384615384615,
Gemma 4 2B,Greedy,Testimony,Mechanical,False,1,5.0,5,0.02617801047120419,1.8365384615384615,
Gemma 4 2B,Greedy,Testimony,Payoff,False,1,101.0,101,0.5287958115183246,1.0784324686940965,
Gemma 4 2B,Greedy,Testimony,SocialJudgment,False,1,47.0,47,0.24607329842931938,0.8898691514670896,
Gemma 4 2B,Greedy,Testimony,Testimony,True,1,104.0,104,0.5445026178010471,,
Gemma 4 2B,Greedy,Testimony,Uncertainty,False,1,56.0,56,0.2931937172774869,0.8430012610340478,
