model,decoding_group,category_a,category_b,is_diagonal,n_runs,support_mean,support_total,joint_prevalence_mean,lift_mean,lift_sd
Gemma 4 31B,Stochastic,Payoff,Uncertainty,False,3,6.666666666666667,20,0.034904013961605584,1.187414398219483,0.22646843453363952
Gemma 4 31B,Stochastic,SocialJudgment,Behavioral,False,3,34.666666666666664,104,0.18150087260034906,0.9835543400586418,0.03973986200982995
Gemma 4 31B,Stochastic,SocialJudgment,ClaimComparison,False,3,27.0,81,0.14136125654450263,0.8316497393269534,0.08821450423099961
Gemma 4 31B,Stochastic,SocialJudgment,Mechanical,False,3,23.666666666666668,71,0.12390924956369982,0.7846982439840624,0.053255525355719084
Gemma 4 31B,Stochastic,SocialJudgment,Payoff,False,3,10.333333333333334,31,0.05410122164048866,0.664582772470827,0.1415298930238725
Gemma 4 31B,Stochastic,SocialJudgment,SocialJudgment,True,3,57.0,171,0.29842931937172773,,
Gemma 4 31B,Stochastic,SocialJudgment,Testimony,False,3,55.666666666666664,167,0.2914485165794067,0.991593206772131,0.01762495423934996
Gemma 4 31B,Stochastic,SocialJudgment,Uncertainty,False,3,7.0,21,0.03664921465968587,1.1112243429568798,0.2546799211718117
Gemma 4 31B,Stochastic,Testimony,Behavioral,False,3,116.0,348,0.6073298429319371,1.0032990245699673,0.005170066137203984
Gemma 4 31B,Stochastic,Testimony,ClaimComparison,False,3,109.33333333333333,328,0.5724258289703316,1.0178843457118933,0.013686748125981677
Gemma 4 31B,Stochastic,Testimony,Mechanical,False,3,99.0,297,0.518324607329843,0.9976385524815005,0.003584368494177661
Gemma 4 31B,Stochastic,Testimony,Payoff,False,3,51.0,153,0.2670157068062827,0.9866125430814062,0.009497572299454006
Gemma 4 31B,Stochastic,Testimony,SocialJudgment,False,3,55.666666666666664,167,0.2914485165794067,0.991593206772131,0.01762495423934996
Gemma 4 31B,Stochastic,Testimony,Testimony,True,3,187.66666666666666,563,0.9825479930191973,,
Gemma 4 31B,Stochastic,Testimony,Uncertainty,False,3,20.333333333333332,61,0.10645724258289703,1.0022414300689777,0.015450114034936437
Gemma 4 31B,Stochastic,Uncertainty,Behavioral,False,3,9.333333333333334,28,0.04886561954624782,0.723040389269074,0.1407968044857338
Gemma 4 31B,Stochastic,Uncertainty,ClaimComparison,False,3,10.666666666666666,32,0.055846422338568937,0.920009935318784,0.19739613706637946
Gemma 4 31B,Stochastic,Uncertainty,Mechanical,False,3,6.333333333333333,19,0.0331588132635253,0.5838021302130213,0.10762717624705571
Gemma 4 31B,Stochastic,Uncertainty,Payoff,False,3,6.666666666666667,20,0.034904013961605584,1.187414398219483,0.22646843453363952
Gemma 4 31B,Stochastic,Uncertainty,SocialJudgment,False,3,7.0,21,0.03664921465968587,1.1112243429568798,0.2546799211718117
Gemma 4 31B,Stochastic,Uncertainty,Testimony,False,3,20.333333333333332,61,0.10645724258289703,1.0022414300689777,0.015450114034936437
Gemma 4 31B,Stochastic,Uncertainty,Uncertainty,True,3,20.666666666666668,62,0.10820244328097732,,
Gemma 4 31B,Greedy,Behavioral,Behavioral,True,1,117.0,117,0.612565445026178,,
Gemma 4 31B,Greedy,Behavioral,ClaimComparison,False,1,74.0,74,0.387434554973822,1.0596791123106915,
Gemma 4 31B,Greedy,Behavioral,Mechanical,False,1,55.0,55,0.2879581151832461,0.8717118911293669,
Gemma 4 31B,Greedy,Behavioral,Payoff,False,1,32.0,32,0.16753926701570682,0.932844932844933,
Gemma 4 31B,Greedy,Behavioral,SocialJudgment,False,1,38.0,38,0.19895287958115182,1.06955496610669,
Gemma 4 31B,Greedy,Behavioral,Testimony,False,1,116.0,116,0.6073298429319371,1.0019445575001131,
Gemma 4 31B,Greedy,Behavioral,Uncertainty,False,1,5.0,5,0.02617801047120419,0.5441595441595442,
Gemma 4 31B,Greedy,ClaimComparison,Behavioral,False,1,74.0,74,0.387434554973822,1.0596791123106915,
Gemma 4 31B,Greedy,ClaimComparison,ClaimComparison,True,1,114.0,114,0.5968586387434555,,
Gemma 4 31B,Greedy,ClaimComparison,Mechanical,False,1,57.0,57,0.29842931937172773,0.9271844660194175,
Gemma 4 31B,Greedy,ClaimComparison,Payoff,False,1,30.0,30,0.15706806282722513,0.8975563909774437,
Gemma 4 31B,Greedy,ClaimComparison,SocialJudgment,False,1,31.0,31,0.16230366492146597,0.8954930429522082,
Gemma 4 31B,Greedy,ClaimComparison,Testimony,False,1,114.0,114,0.5968586387434555,1.0105820105820107,
Gemma 4 31B,Greedy,ClaimComparison,Uncertainty,False,1,7.0,7,0.03664921465968586,0.7818713450292397,
Gemma 4 31B,Greedy,Mechanical,Behavioral,False,1,55.0,55,0.2879581151832461,0.8717118911293669,
Gemma 4 31B,Greedy,Mechanical,ClaimComparison,False,1,57.0,57,0.29842931937172773,0.9271844660194175,
Gemma 4 31B,Greedy,Mechanical,Mechanical,True,1,103.0,103,0.5392670157068062,,
Gemma 4 31B,Greedy,Mechanical,Payoff,False,1,28.0,28,0.14659685863874344,0.9271844660194176,
Gemma 4 31B,Greedy,Mechanical,SocialJudgment,False,1,23.0,23,0.12041884816753927,0.735353197187814,
Gemma 4 31B,Greedy,Mechanical,Testimony,False,1,102.0,102,0.5340314136125655,1.0007705347511173,
Gemma 4 31B,Greedy,Mechanical,Uncertainty,False,1,6.0,6,0.031413612565445025,0.7417475728155339,
Gemma 4 31B,Greedy,Payoff,Behavioral,False,1,32.0,32,0.16753926701570682,0.932844932844933,
Gemma 4 31B,Greedy,Payoff,ClaimComparison,False,1,30.0,30,0.15706806282722513,0.8975563909774437,
Gemma 4 31B,Greedy,Payoff,Mechanical,False,1,28.0,28,0.14659685863874344,0.9271844660194176,
Gemma 4 31B,Greedy,Payoff,Payoff,True,1,56.0,56,0.2931937172774869,,
Gemma 4 31B,Greedy,Payoff,SocialJudgment,False,1,13.0,13,0.06806282722513089,0.7644704433497538,
Gemma 4 31B,Greedy,Payoff,Testimony,False,1,55.0,55,0.2879581151832461,0.9925359032501891,
Gemma 4 31B,Greedy,Payoff,Uncertainty,False,1,5.0,5,0.02617801047120419,1.1369047619047619,
Gemma 4 31B,Greedy,SocialJudgment,Behavioral,False,1,38.0,38,0.19895287958115182,1.06955496610669,
Gemma 4 31B,Greedy,SocialJudgment,ClaimComparison,False,1,31.0,31,0.16230366492146597,0.8954930429522082,
Gemma 4 31B,Greedy,SocialJudgment,Mechanical,False,1,23.0,23,0.12041884816753927,0.735353197187814,
Gemma 4 31B,Greedy,SocialJudgment,Payoff,False,1,13.0,13,0.06806282722513089,0.7644704433497538,
Gemma 4 31B,Greedy,SocialJudgment,SocialJudgment,True,1,58.0,58,0.3036649214659686,,
Gemma 4 31B,Greedy,SocialJudgment,Testimony,False,1,57.0,57,0.29842931937172773,0.9931581828133552,
Gemma 4 31B,Greedy,SocialJudgment,Uncertainty,False,1,6.0,6,0.031413612565445025,1.3172413793103448,
Gemma 4 31B,Greedy,Testimony,Behavioral,False,1,116.0,116,0.6073298429319371,1.0019445575001131,
Gemma 4 31B,Greedy,Testimony,ClaimComparison,False,1,114.0,114,0.5968586387434555,1.0105820105820107,
Gemma 4 31B,Greedy,Testimony,Mechanical,False,1,102.0,102,0.5340314136125655,1.0007705347511173,
Gemma 4 31B,Greedy,Testimony,Payoff,False,1,55.0,55,0.2879581151832461,0.9925359032501891,
Gemma 4 31B,Greedy,Testimony,SocialJudgment,False,1,57.0,57,0.29842931937172773,0.9931581828133552,
Gemma 4 31B,Greedy,Testimony,Testimony,True,1,189.0,189,0.9895287958115183,,
Gemma 4 31B,Greedy,Testimony,Uncertainty,False,1,14.0,14,0.07329842931937172,0.9432098765432099,
Gemma 4 31B,Greedy,Uncertainty,Behavioral,False,1,5.0,5,0.02617801047120419,0.5441595441595442,
Gemma 4 31B,Greedy,Uncertainty,ClaimComparison,False,1,7.0,7,0.03664921465968586,0.7818713450292397,
Gemma 4 31B,Greedy,Uncertainty,Mechanical,False,1,6.0,6,0.031413612565445025,0.7417475728155339,
Gemma 4 31B,Greedy,Uncertainty,Payoff,False,1,5.0,5,0.02617801047120419,1.1369047619047619,
Gemma 4 31B,Greedy,Uncertainty,SocialJudgment,False,1,6.0,6,0.031413612565445025,1.3172413793103448,
Gemma 4 31B,Greedy,Uncertainty,Testimony,False,1,14.0,14,0.07329842931937172,0.9432098765432099,
Gemma 4 31B,Greedy,Uncertainty,Uncertainty,True,1,15.0,15,0.07853403141361257,,
