model,decoding_group,category_a,category_b,is_diagonal,n_runs,support_mean,support_total,joint_prevalence_mean,joint_prevalence_sd,prevalence_a_mean,prevalence_b_mean
Gemma 4 4B,Greedy,Uncertainty,Behavioral,False,1,35.0,35,0.18324607329842932,,0.4031413612565445,0.5026178010471204
Gemma 4 4B,Greedy,Uncertainty,ClaimComparison,False,1,9.0,9,0.04712041884816754,,0.4031413612565445,0.19895287958115182
Gemma 4 4B,Greedy,Uncertainty,Mechanical,False,1,3.0,3,0.015706806282722512,,0.4031413612565445,0.07329842931937172
Gemma 4 4B,Greedy,Uncertainty,Payoff,False,1,52.0,52,0.27225130890052357,,0.4031413612565445,0.7172774869109948
Gemma 4 4B,Greedy,Uncertainty,SocialJudgment,False,1,37.0,37,0.193717277486911,,0.4031413612565445,0.5392670157068062
Gemma 4 4B,Greedy,Uncertainty,Testimony,False,1,48.0,48,0.2513089005235602,,0.4031413612565445,0.7172774869109948
Gemma 4 4B,Greedy,Uncertainty,Uncertainty,True,1,77.0,77,0.4031413612565445,,0.4031413612565445,0.4031413612565445
Gemma 4 31B,Stochastic,Behavioral,Behavioral,True,3,117.66666666666667,353,0.6160558464223386,0.007997514301842685,0.6160558464223386,0.6160558464223386
Gemma 4 31B,Stochastic,Behavioral,ClaimComparison,False,3,74.66666666666667,224,0.39092495636998253,0.010898774866314812,0.6160558464223386,0.5724258289703316
Gemma 4 31B,Stochastic,Behavioral,Mechanical,False,3,57.0,171,0.29842931937172773,0.009068328835439158,0.6160558464223386,0.5287958115183246
Gemma 4 31B,Stochastic,Behavioral,Payoff,False,3,30.0,90,0.15706806282722513,0.023992542905527957,0.6160558464223386,0.2757417102966841
Gemma 4 31B,Stochastic,Behavioral,SocialJudgment,False,3,34.666666666666664,104,0.18150087260034906,0.02977089373338915,0.6160558464223386,0.29842931937172773
Gemma 4 31B,Stochastic,Behavioral,Testimony,False,3,116.0,348,0.6073298429319371,0.013852101105050248,0.6160558464223386,0.9825479930191973
Gemma 4 31B,Stochastic,Behavioral,Uncertainty,False,3,9.333333333333334,28,0.04886561954624782,0.015995028603685305,0.6160558464223386,0.10820244328097732
Gemma 4 31B,Stochastic,ClaimComparison,Behavioral,False,3,74.66666666666667,224,0.39092495636998253,0.010898774866314812,0.5724258289703316,0.6160558464223386
Gemma 4 31B,Stochastic,ClaimComparison,ClaimComparison,True,3,109.33333333333333,328,0.5724258289703316,0.02883544789155029,0.5724258289703316,0.5724258289703316
Gemma 4 31B,Stochastic,ClaimComparison,Mechanical,False,3,49.333333333333336,148,0.2582897033158813,0.006045552556959439,0.5724258289703316,0.5287958115183246
Gemma 4 31B,Stochastic,ClaimComparison,Payoff,False,3,24.333333333333332,73,0.1273996509598604,0.021797549732629658,0.5724258289703316,0.2757417102966841
Gemma 4 31B,Stochastic,ClaimComparison,SocialJudgment,False,3,27.0,81,0.14136125654450263,0.015706806282722516,0.5724258289703316,0.29842931937172773
Gemma 4 31B,Stochastic,ClaimComparison,Testimony,False,3,109.33333333333333,328,0.5724258289703316,0.02883544789155029,0.5724258289703316,0.9825479930191973
Gemma 4 31B,Stochastic,ClaimComparison,Uncertainty,False,3,10.666666666666666,32,0.055846422338568937,0.010898774866314832,0.5724258289703316,0.10820244328097732
Gemma 4 31B,Stochastic,Mechanical,Behavioral,False,3,57.0,171,0.29842931937172773,0.009068328835439158,0.5287958115183246,0.6160558464223386
Gemma 4 31B,Stochastic,Mechanical,ClaimComparison,False,3,49.333333333333336,148,0.2582897033158813,0.006045552556959439,0.5287958115183246,0.5724258289703316
Gemma 4 31B,Stochastic,Mechanical,Mechanical,True,3,101.0,303,0.5287958115183246,0.0,0.5287958115183246,0.5287958115183246
Gemma 4 31B,Stochastic,Mechanical,Payoff,False,3,24.666666666666668,74,0.12914485165794065,0.04452827512102295,0.5287958115183246,0.2757417102966841
Gemma 4 31B,Stochastic,Mechanical,SocialJudgment,False,3,23.666666666666668,71,0.12390924956369982,0.016830106040127323,0.5287958115183246,0.29842931937172773
Gemma 4 31B,Stochastic,Mechanical,Testimony,False,3,99.0,297,0.518324607329843,0.005235602094240843,0.5287958115183246,0.9825479930191973
Gemma 4 31B,Stochastic,Mechanical,Uncertainty,False,3,6.333333333333333,19,0.0331588132635253,0.007997514301842654,0.5287958115183246,0.10820244328097732
Gemma 4 31B,Stochastic,Payoff,Behavioral,False,3,30.0,90,0.15706806282722513,0.023992542905527957,0.2757417102966841,0.6160558464223386
Gemma 4 31B,Stochastic,Payoff,ClaimComparison,False,3,24.333333333333332,73,0.1273996509598604,0.021797549732629658,0.2757417102966841,0.5724258289703316
Gemma 4 31B,Stochastic,Payoff,Mechanical,False,3,24.666666666666668,74,0.12914485165794065,0.04452827512102295,0.2757417102966841,0.5287958115183246
Gemma 4 31B,Stochastic,Payoff,Payoff,True,3,52.666666666666664,158,0.2757417102966841,0.04066729562907869,0.2757417102966841,0.2757417102966841
Gemma 4 31B,Stochastic,Payoff,SocialJudgment,False,3,10.333333333333334,31,0.05410122164048866,0.012091105113918865,0.2757417102966841,0.29842931937172773
Gemma 4 31B,Stochastic,Payoff,Testimony,False,3,51.0,153,0.2670157068062827,0.03664921465968587,0.2757417102966841,0.9825479930191973
Gemma 4 31B,Stochastic,Payoff,Uncertainty,False,3,6.666666666666667,20,0.034904013961605584,0.007997514301842654,0.2757417102966841,0.10820244328097732
Gemma 4 31B,Stochastic,SocialJudgment,Behavioral,False,3,34.666666666666664,104,0.18150087260034906,0.02977089373338915,0.29842931937172773,0.6160558464223386
Gemma 4 31B,Stochastic,SocialJudgment,ClaimComparison,False,3,27.0,81,0.14136125654450263,0.015706806282722516,0.29842931937172773,0.5724258289703316
Gemma 4 31B,Stochastic,SocialJudgment,Mechanical,False,3,23.666666666666668,71,0.12390924956369982,0.016830106040127323,0.29842931937172773,0.5287958115183246
Gemma 4 31B,Stochastic,SocialJudgment,Payoff,False,3,10.333333333333334,31,0.05410122164048866,0.012091105113918865,0.29842931937172773,0.2757417102966841
Gemma 4 31B,Stochastic,SocialJudgment,SocialJudgment,True,3,57.0,171,0.29842931937172773,0.034332138870691115,0.29842931937172773,0.29842931937172773
Gemma 4 31B,Stochastic,SocialJudgment,Testimony,False,3,55.666666666666664,167,0.2914485165794067,0.041993750141417,0.29842931937172773,0.9825479930191973
Gemma 4 31B,Stochastic,SocialJudgment,Uncertainty,False,3,7.0,21,0.03664921465968587,0.013852101105050214,0.29842931937172773,0.10820244328097732
Gemma 4 31B,Stochastic,Testimony,Behavioral,False,3,116.0,348,0.6073298429319371,0.013852101105050248,0.9825479930191973,0.6160558464223386
Gemma 4 31B,Stochastic,Testimony,ClaimComparison,False,3,109.33333333333333,328,0.5724258289703316,0.02883544789155029,0.9825479930191973,0.5724258289703316
Gemma 4 31B,Stochastic,Testimony,Mechanical,False,3,99.0,297,0.518324607329843,0.005235602094240843,0.9825479930191973,0.5287958115183246
Gemma 4 31B,Stochastic,Testimony,Payoff,False,3,51.0,153,0.2670157068062827,0.03664921465968587,0.9825479930191973,0.2757417102966841
Gemma 4 31B,Stochastic,Testimony,SocialJudgment,False,3,55.666666666666664,167,0.2914485165794067,0.041993750141417,0.9825479930191973,0.29842931937172773
Gemma 4 31B,Stochastic,Testimony,Testimony,True,3,187.66666666666666,563,0.9825479930191973,0.013175976326825087,0.9825479930191973,0.9825479930191973
Gemma 4 31B,Stochastic,Testimony,Uncertainty,False,3,20.333333333333332,61,0.10645724258289703,0.021159433949358007,0.9825479930191973,0.10820244328097732
Gemma 4 31B,Stochastic,Uncertainty,Behavioral,False,3,9.333333333333334,28,0.04886561954624782,0.015995028603685305,0.10820244328097732,0.6160558464223386
Gemma 4 31B,Stochastic,Uncertainty,ClaimComparison,False,3,10.666666666666666,32,0.055846422338568937,0.010898774866314832,0.10820244328097732,0.5724258289703316
Gemma 4 31B,Stochastic,Uncertainty,Mechanical,False,3,6.333333333333333,19,0.0331588132635253,0.007997514301842654,0.10820244328097732,0.5287958115183246
Gemma 4 31B,Stochastic,Uncertainty,Payoff,False,3,6.666666666666667,20,0.034904013961605584,0.007997514301842654,0.10820244328097732,0.2757417102966841
Gemma 4 31B,Stochastic,Uncertainty,SocialJudgment,False,3,7.0,21,0.03664921465968587,0.013852101105050214,0.10820244328097732,0.29842931937172773
Gemma 4 31B,Stochastic,Uncertainty,Testimony,False,3,20.333333333333332,61,0.10645724258289703,0.021159433949358007,0.10820244328097732,0.9825479930191973
Gemma 4 31B,Stochastic,Uncertainty,Uncertainty,True,3,20.666666666666668,62,0.10820244328097732,0.021797549732629658,0.10820244328097732,0.10820244328097732
Gemma 4 31B,Greedy,Behavioral,Behavioral,True,1,117.0,117,0.612565445026178,,0.612565445026178,0.612565445026178
Gemma 4 31B,Greedy,Behavioral,ClaimComparison,False,1,74.0,74,0.387434554973822,,0.612565445026178,0.5968586387434555
Gemma 4 31B,Greedy,Behavioral,Mechanical,False,1,55.0,55,0.2879581151832461,,0.612565445026178,0.5392670157068062
Gemma 4 31B,Greedy,Behavioral,Payoff,False,1,32.0,32,0.16753926701570682,,0.612565445026178,0.2931937172774869
Gemma 4 31B,Greedy,Behavioral,SocialJudgment,False,1,38.0,38,0.19895287958115182,,0.612565445026178,0.3036649214659686
Gemma 4 31B,Greedy,Behavioral,Testimony,False,1,116.0,116,0.6073298429319371,,0.612565445026178,0.9895287958115183
Gemma 4 31B,Greedy,Behavioral,Uncertainty,False,1,5.0,5,0.02617801047120419,,0.612565445026178,0.07853403141361257
Gemma 4 31B,Greedy,ClaimComparison,Behavioral,False,1,74.0,74,0.387434554973822,,0.5968586387434555,0.612565445026178
Gemma 4 31B,Greedy,ClaimComparison,ClaimComparison,True,1,114.0,114,0.5968586387434555,,0.5968586387434555,0.5968586387434555
Gemma 4 31B,Greedy,ClaimComparison,Mechanical,False,1,57.0,57,0.29842931937172773,,0.5968586387434555,0.5392670157068062
Gemma 4 31B,Greedy,ClaimComparison,Payoff,False,1,30.0,30,0.15706806282722513,,0.5968586387434555,0.2931937172774869
Gemma 4 31B,Greedy,ClaimComparison,SocialJudgment,False,1,31.0,31,0.16230366492146597,,0.5968586387434555,0.3036649214659686
Gemma 4 31B,Greedy,ClaimComparison,Testimony,False,1,114.0,114,0.5968586387434555,,0.5968586387434555,0.9895287958115183
Gemma 4 31B,Greedy,ClaimComparison,Uncertainty,False,1,7.0,7,0.03664921465968586,,0.5968586387434555,0.07853403141361257
Gemma 4 31B,Greedy,Mechanical,Behavioral,False,1,55.0,55,0.2879581151832461,,0.5392670157068062,0.612565445026178
Gemma 4 31B,Greedy,Mechanical,ClaimComparison,False,1,57.0,57,0.29842931937172773,,0.5392670157068062,0.5968586387434555
Gemma 4 31B,Greedy,Mechanical,Mechanical,True,1,103.0,103,0.5392670157068062,,0.5392670157068062,0.5392670157068062
Gemma 4 31B,Greedy,Mechanical,Payoff,False,1,28.0,28,0.14659685863874344,,0.5392670157068062,0.2931937172774869
Gemma 4 31B,Greedy,Mechanical,SocialJudgment,False,1,23.0,23,0.12041884816753927,,0.5392670157068062,0.3036649214659686
Gemma 4 31B,Greedy,Mechanical,Testimony,False,1,102.0,102,0.5340314136125655,,0.5392670157068062,0.9895287958115183
Gemma 4 31B,Greedy,Mechanical,Uncertainty,False,1,6.0,6,0.031413612565445025,,0.5392670157068062,0.07853403141361257
Gemma 4 31B,Greedy,Payoff,Behavioral,False,1,32.0,32,0.16753926701570682,,0.2931937172774869,0.612565445026178
Gemma 4 31B,Greedy,Payoff,ClaimComparison,False,1,30.0,30,0.15706806282722513,,0.2931937172774869,0.5968586387434555
Gemma 4 31B,Greedy,Payoff,Mechanical,False,1,28.0,28,0.14659685863874344,,0.2931937172774869,0.5392670157068062
Gemma 4 31B,Greedy,Payoff,Payoff,True,1,56.0,56,0.2931937172774869,,0.2931937172774869,0.2931937172774869
Gemma 4 31B,Greedy,Payoff,SocialJudgment,False,1,13.0,13,0.06806282722513089,,0.2931937172774869,0.3036649214659686
Gemma 4 31B,Greedy,Payoff,Testimony,False,1,55.0,55,0.2879581151832461,,0.2931937172774869,0.9895287958115183
Gemma 4 31B,Greedy,Payoff,Uncertainty,False,1,5.0,5,0.02617801047120419,,0.2931937172774869,0.07853403141361257
Gemma 4 31B,Greedy,SocialJudgment,Behavioral,False,1,38.0,38,0.19895287958115182,,0.3036649214659686,0.612565445026178
Gemma 4 31B,Greedy,SocialJudgment,ClaimComparison,False,1,31.0,31,0.16230366492146597,,0.3036649214659686,0.5968586387434555
Gemma 4 31B,Greedy,SocialJudgment,Mechanical,False,1,23.0,23,0.12041884816753927,,0.3036649214659686,0.5392670157068062
Gemma 4 31B,Greedy,SocialJudgment,Payoff,False,1,13.0,13,0.06806282722513089,,0.3036649214659686,0.2931937172774869
Gemma 4 31B,Greedy,SocialJudgment,SocialJudgment,True,1,58.0,58,0.3036649214659686,,0.3036649214659686,0.3036649214659686
Gemma 4 31B,Greedy,SocialJudgment,Testimony,False,1,57.0,57,0.29842931937172773,,0.3036649214659686,0.9895287958115183
Gemma 4 31B,Greedy,SocialJudgment,Uncertainty,False,1,6.0,6,0.031413612565445025,,0.3036649214659686,0.07853403141361257
Gemma 4 31B,Greedy,Testimony,Behavioral,False,1,116.0,116,0.6073298429319371,,0.9895287958115183,0.612565445026178
Gemma 4 31B,Greedy,Testimony,ClaimComparison,False,1,114.0,114,0.5968586387434555,,0.9895287958115183,0.5968586387434555
Gemma 4 31B,Greedy,Testimony,Mechanical,False,1,102.0,102,0.5340314136125655,,0.9895287958115183,0.5392670157068062
Gemma 4 31B,Greedy,Testimony,Payoff,False,1,55.0,55,0.2879581151832461,,0.9895287958115183,0.2931937172774869
Gemma 4 31B,Greedy,Testimony,SocialJudgment,False,1,57.0,57,0.29842931937172773,,0.9895287958115183,0.3036649214659686
Gemma 4 31B,Greedy,Testimony,Testimony,True,1,189.0,189,0.9895287958115183,,0.9895287958115183,0.9895287958115183
Gemma 4 31B,Greedy,Testimony,Uncertainty,False,1,14.0,14,0.07329842931937172,,0.9895287958115183,0.07853403141361257
Gemma 4 31B,Greedy,Uncertainty,Behavioral,False,1,5.0,5,0.02617801047120419,,0.07853403141361257,0.612565445026178
Gemma 4 31B,Greedy,Uncertainty,ClaimComparison,False,1,7.0,7,0.03664921465968586,,0.07853403141361257,0.5968586387434555
Gemma 4 31B,Greedy,Uncertainty,Mechanical,False,1,6.0,6,0.031413612565445025,,0.07853403141361257,0.5392670157068062
Gemma 4 31B,Greedy,Uncertainty,Payoff,False,1,5.0,5,0.02617801047120419,,0.07853403141361257,0.2931937172774869
Gemma 4 31B,Greedy,Uncertainty,SocialJudgment,False,1,6.0,6,0.031413612565445025,,0.07853403141361257,0.3036649214659686
Gemma 4 31B,Greedy,Uncertainty,Testimony,False,1,14.0,14,0.07329842931937172,,0.07853403141361257,0.9895287958115183
Gemma 4 31B,Greedy,Uncertainty,Uncertainty,True,1,15.0,15,0.07853403141361257,,0.07853403141361257,0.07853403141361257
