repeat,fold,n_test_games,selected_penalty,mean_loss,mean_agreement,model,representation,block
4,3,42,10.0,1.3218026840359691,0.5476190476190477,4B,count_overall,combined
4,4,37,100.0,1.4571810993256058,0.3603603603603604,4B,count_overall,combined
0,0,39,100.0,1.579361349713527,0.34188034188034183,4B,rate_overall,strategy
0,1,39,10000.0,1.5652588673604546,0.29914529914529914,4B,rate_overall,strategy
0,2,37,1000.0,1.8781064701273003,0.11711711711711711,4B,rate_overall,strategy
0,3,37,100.0,1.804826153195999,0.2972972972972973,4B,rate_overall,strategy
0,4,37,100.0,1.6292521461973355,0.25225225225225223,4B,rate_overall,strategy
1,0,39,1000.0,1.6852762167335538,0.2393162393162393,4B,rate_overall,strategy
1,1,38,100.0,1.6287675725520252,0.3245614035087719,4B,rate_overall,strategy
1,2,36,1000.0,1.679745988700897,0.2777777777777778,4B,rate_overall,strategy
1,3,38,1000.0,1.7370426427519978,0.25438596491228066,4B,rate_overall,strategy
1,4,38,10.0,1.6281627578764841,0.2631578947368421,4B,rate_overall,strategy
2,0,40,1000.0,1.761813760221846,0.29166666666666663,4B,rate_overall,strategy
2,1,47,100.0,1.6986634898727595,0.23404255319148937,4B,rate_overall,strategy
2,2,32,100.0,1.7346508523755395,0.22916666666666666,4B,rate_overall,strategy
2,3,34,10000.0,1.6567913612873357,0.22549019607843135,4B,rate_overall,strategy
2,4,36,100.0,1.547972674830808,0.37037037037037035,4B,rate_overall,strategy
3,0,41,100.0,1.6529021318577461,0.2926829268292683,4B,rate_overall,strategy
3,1,37,1000.0,1.6539275502815236,0.2252252252252252,4B,rate_overall,strategy
3,2,37,1000.0,1.6271881985097245,0.2972972972972973,4B,rate_overall,strategy
3,3,35,1000.0,1.6670124398401387,0.29523809523809524,4B,rate_overall,strategy
3,4,39,1000.0,1.7606060127282528,0.282051282051282,4B,rate_overall,strategy
4,0,37,1000.0,1.6754514066837582,0.2792792792792793,4B,rate_overall,strategy
4,1,40,1000.0,1.6991444737960486,0.2833333333333333,4B,rate_overall,strategy
4,2,33,100.0,1.7889014000068635,0.202020202020202,4B,rate_overall,strategy
4,3,42,100.0,1.5375239217302867,0.3412698412698412,4B,rate_overall,strategy
4,4,37,100.0,1.6917999988821912,0.2162162162162162,4B,rate_overall,strategy
0,0,39,10.0,1.3639962032033626,0.4358974358974359,4B,rate_overall,enriched
0,1,39,1.0,1.478770039215776,0.44444444444444453,4B,rate_overall,enriched
0,2,37,10.0,1.7004924170398084,0.3333333333333333,4B,rate_overall,enriched
0,3,37,100.0,1.5730077401120277,0.38738738738738737,4B,rate_overall,enriched
0,4,37,100.0,1.3083366846375963,0.44144144144144143,4B,rate_overall,enriched
1,0,39,10.0,1.5291650581662795,0.37606837606837606,4B,rate_overall,enriched
1,1,38,1.0,1.401102631428823,0.42105263157894735,4B,rate_overall,enriched
1,2,36,10.0,1.4357298264093337,0.4259259259259259,4B,rate_overall,enriched
1,3,38,10.0,1.6362309127203243,0.3771929824561403,4B,rate_overall,enriched
1,4,38,10.0,1.2554830970241488,0.48245614035087725,4B,rate_overall,enriched
2,0,40,100.0,1.45579648910766,0.4916666666666666,4B,rate_overall,enriched
2,1,47,10.0,1.477995452388426,0.41134751773049644,4B,rate_overall,enriched
2,2,32,10.0,1.596719081454236,0.26041666666666663,4B,rate_overall,enriched
2,3,34,10.0,1.3935447565435342,0.35294117647058826,4B,rate_overall,enriched
2,4,36,10.0,1.3595831656161717,0.5092592592592592,4B,rate_overall,enriched
3,0,41,10.0,1.3931560990251688,0.4146341463414634,4B,rate_overall,enriched
3,1,37,10.0,1.6973409351762256,0.34234234234234234,4B,rate_overall,enriched
3,2,37,10.0,1.3554941401433593,0.4144144144144144,4B,rate_overall,enriched
3,3,35,100.0,1.4789397179469495,0.3523809523809524,4B,rate_overall,enriched
3,4,39,100.0,1.4679604825664643,0.5128205128205129,4B,rate_overall,enriched
4,0,37,10.0,1.4491046514887218,0.36036036036036034,4B,rate_overall,enriched
4,1,40,100.0,1.4379679893138655,0.4,4B,rate_overall,enriched
4,2,33,100.0,1.6585368168832402,0.3434343434343434,4B,rate_overall,enriched
4,3,42,10.0,1.311622006114483,0.5396825396825398,4B,rate_overall,enriched
4,4,37,10.0,1.4627731725905264,0.3873873873873874,4B,rate_overall,enriched
0,0,39,10.0,1.4008239129258173,0.38461538461538464,4B,rate_overall,combined
0,1,39,10.0,1.4633347150125475,0.44444444444444453,4B,rate_overall,combined
0,2,37,100.0,1.6826215637588835,0.3153153153153153,4B,rate_overall,combined
0,3,37,100.0,1.5914758293944522,0.38738738738738737,4B,rate_overall,combined
0,4,37,100.0,1.3126037731240334,0.44144144144144143,4B,rate_overall,combined
1,0,39,100.0,1.4881892290946506,0.3504273504273504,4B,rate_overall,combined
1,1,38,10.0,1.4223011171922773,0.39473684210526316,4B,rate_overall,combined
1,2,36,10.0,1.4426480153139756,0.3703703703703704,4B,rate_overall,combined
1,3,38,10.0,1.6290564574551858,0.3684210526315789,4B,rate_overall,combined
1,4,38,10.0,1.2552394166992686,0.5087719298245613,4B,rate_overall,combined
2,0,40,100.0,1.4623849183523143,0.4916666666666666,4B,rate_overall,combined
2,1,47,10.0,1.4903611952798124,0.39007092198581556,4B,rate_overall,combined
2,2,32,100.0,1.6069656353785886,0.22916666666666663,4B,rate_overall,combined
2,3,34,10.0,1.3994979676805022,0.35294117647058826,4B,rate_overall,combined
2,4,36,10.0,1.384724529632601,0.5,4B,rate_overall,combined
3,0,41,100.0,1.428791875127815,0.4227642276422764,4B,rate_overall,combined
3,1,37,100.0,1.5860652428552555,0.32432432432432434,4B,rate_overall,combined
3,2,37,100.0,1.390677178423533,0.4144144144144144,4B,rate_overall,combined
3,3,35,100.0,1.471773051498212,0.3333333333333333,4B,rate_overall,combined
3,4,39,100.0,1.4616327165698755,0.5128205128205129,4B,rate_overall,combined
4,0,37,10.0,1.442856679719943,0.32432432432432434,4B,rate_overall,combined
4,1,40,100.0,1.4366907823017003,0.3833333333333333,4B,rate_overall,combined
4,2,33,100.0,1.6689900612733903,0.3333333333333333,4B,rate_overall,combined
4,3,42,10.0,1.3476865747420252,0.5,4B,rate_overall,combined
4,4,37,100.0,1.4969358660208147,0.34234234234234234,4B,rate_overall,combined
0,0,39,100.0,1.5799803113391853,0.3504273504273504,4B,count_temporal,strategy
0,1,39,1000.0,1.531000376278469,0.29914529914529914,4B,count_temporal,strategy
0,2,37,1000.0,1.846389261569083,0.11711711711711711,4B,count_temporal,strategy
0,3,37,10.0,1.864938490417364,0.2522522522522523,4B,count_temporal,strategy
0,4,37,100.0,1.5939785073858672,0.3153153153153153,4B,count_temporal,strategy
1,0,39,100.0,1.6282053625539095,0.2564102564102564,4B,count_temporal,strategy
1,1,38,100.0,1.632640735144191,0.30701754385964913,4B,count_temporal,strategy
1,2,36,10.0,1.637095290064473,0.3148148148148148,4B,count_temporal,strategy
1,3,38,100.0,1.6684430421613952,0.2894736842105263,4B,count_temporal,strategy
1,4,38,100.0,1.5813939460591282,0.3245614035087719,4B,count_temporal,strategy
2,0,40,100.0,1.7493336619110742,0.32499999999999996,4B,count_temporal,strategy
2,1,47,100.0,1.614293973508823,0.2695035460992908,4B,count_temporal,strategy
2,2,32,100.0,1.714796419878585,0.24999999999999997,4B,count_temporal,strategy
2,3,34,100.0,1.6180536379282167,0.28431372549019607,4B,count_temporal,strategy
2,4,36,100.0,1.5113208662571282,0.3796296296296296,4B,count_temporal,strategy
3,0,41,100.0,1.6032373813209133,0.3170731707317073,4B,count_temporal,strategy
3,1,37,1000.0,1.6238218897482075,0.2252252252252252,4B,count_temporal,strategy
3,2,37,100.0,1.6052115297696368,0.33333333333333337,4B,count_temporal,strategy
3,3,35,100.0,1.6543333747567162,0.32380952380952377,4B,count_temporal,strategy
3,4,39,100.0,1.7130609118180389,0.29059829059829057,4B,count_temporal,strategy
4,0,37,100.0,1.661546978594175,0.27927927927927926,4B,count_temporal,strategy
4,1,40,10.0,1.7657685139923252,0.2833333333333333,4B,count_temporal,strategy
4,2,33,100.0,1.7173529705115522,0.2323232323232323,4B,count_temporal,strategy
