model,decoding_group,semantic_category,discourse_relation,n_runs,mean_localization_rate,sd_localization_rate,min_localization_rate,max_localization_rate,total_n_with_both,total_n_same_sentence
Gemma 4 4B,Greedy,ClaimComparison,Temporal.Asynchronous,1,0.92,,0.92,0.92,25,23
Gemma 4 4B,Greedy,ClaimComparison,Temporal.Synchrony,1,0.5,,0.5,0.5,4,2
Gemma 4 4B,Greedy,Payoff,Comparison.Contrast,1,0.14705882352941177,,0.14705882352941177,0.14705882352941177,102,15
Gemma 4 4B,Greedy,Payoff,Comparison.Concession,1,0.0,,0.0,0.0,2,0
Gemma 4 4B,Greedy,Payoff,Contingency.Cause,1,0.625,,0.625,0.625,48,30
Gemma 4 4B,Greedy,Payoff,Contingency.Condition,1,0.7368421052631579,,0.7368421052631579,0.7368421052631579,19,14
Gemma 4 4B,Greedy,Payoff,Expansion.Conjunction,1,0.3611111111111111,,0.3611111111111111,0.3611111111111111,72,26
Gemma 4 4B,Greedy,Payoff,Expansion.Alternative,1,0.0,,0.0,0.0,1,0
Gemma 4 4B,Greedy,Payoff,Expansion.Restatement,1,,,,,0,0
Gemma 4 4B,Greedy,Payoff,Temporal.Asynchronous,1,0.058823529411764705,,0.058823529411764705,0.058823529411764705,34,2
Gemma 4 4B,Greedy,Payoff,Temporal.Synchrony,1,0.14285714285714285,,0.14285714285714285,0.14285714285714285,7,1
Gemma 4 4B,Greedy,Uncertainty,Comparison.Contrast,1,0.484375,,0.484375,0.484375,64,31
Gemma 4 4B,Greedy,Uncertainty,Comparison.Concession,1,0.0,,0.0,0.0,1,0
Gemma 4 4B,Greedy,Uncertainty,Contingency.Cause,1,0.2413793103448276,,0.2413793103448276,0.2413793103448276,29,7
Gemma 4 4B,Greedy,Uncertainty,Contingency.Condition,1,0.08333333333333333,,0.08333333333333333,0.08333333333333333,12,1
Gemma 4 4B,Greedy,Uncertainty,Expansion.Conjunction,1,0.13513513513513514,,0.13513513513513514,0.13513513513513514,37,5
Gemma 4 4B,Greedy,Uncertainty,Expansion.Alternative,1,,,,,0,0
Gemma 4 4B,Greedy,Uncertainty,Expansion.Restatement,1,,,,,0,0
Gemma 4 4B,Greedy,Uncertainty,Temporal.Asynchronous,1,0.07142857142857142,,0.07142857142857142,0.07142857142857142,14,1
Gemma 4 4B,Greedy,Uncertainty,Temporal.Synchrony,1,0.0,,0.0,0.0,2,0
Gemma 4 31B,Stochastic,Mechanical,Comparison.Contrast,3,0.4114421526186232,0.05326708907912734,0.35294117647058826,0.45714285714285713,102,42
Gemma 4 31B,Stochastic,Mechanical,Comparison.Concession,3,0.25,0.3535533905932738,0.0,0.5,3,1
Gemma 4 31B,Stochastic,Mechanical,Contingency.Cause,3,0.5554228783712066,0.025990388486205124,0.5319148936170213,0.5833333333333334,144,80
Gemma 4 31B,Stochastic,Mechanical,Contingency.Condition,3,0.8823491323491323,0.009227054620218106,0.8717948717948718,0.8888888888888888,128,113
Gemma 4 31B,Stochastic,Mechanical,Expansion.Conjunction,3,0.4974457215836526,0.1179592072925758,0.37037037037037035,0.603448275862069,166,83
Gemma 4 31B,Stochastic,Mechanical,Expansion.Alternative,3,0.65,0.21213203435596428,0.5,0.8,7,5
Gemma 4 31B,Stochastic,Mechanical,Expansion.Restatement,3,,,,,0,0
Gemma 4 31B,Stochastic,Mechanical,Temporal.Asynchronous,3,0.42632204396910284,0.06719654004123107,0.35294117647058826,0.48484848484848486,101,43
Gemma 4 31B,Stochastic,Mechanical,Temporal.Synchrony,3,0.5138888888888888,0.1463285243451769,0.375,0.6666666666666666,21,10
Gemma 4 31B,Stochastic,Testimony,Comparison.Contrast,3,0.7121715493808517,0.020905179680667116,0.6883116883116883,0.7272727272727273,251,179
Gemma 4 31B,Stochastic,Testimony,Comparison.Concession,3,0.8222222222222223,0.16777409856157222,0.6666666666666666,1.0,10,8
Gemma 4 31B,Stochastic,Testimony,Contingency.Cause,3,0.4708158863088441,0.05675646740837812,0.40540540540540543,0.5070422535211268,219,103
Gemma 4 31B,Stochastic,Testimony,Contingency.Condition,3,0.39293330126663467,0.11027964093498384,0.3090909090909091,0.5178571428571429,165,65
Gemma 4 31B,Stochastic,Testimony,Expansion.Conjunction,3,0.7757227891156463,0.023452860381458634,0.75,0.7959183673469388,298,231
Gemma 4 31B,Stochastic,Testimony,Expansion.Alternative,3,0.5833333333333333,0.11785113019775789,0.5,0.6666666666666666,9,5
Gemma 4 31B,Stochastic,Testimony,Expansion.Restatement,3,1.0,,1.0,1.0,1,1
Gemma 4 31B,Stochastic,Testimony,Temporal.Asynchronous,3,0.8829535953177258,0.047558279037404866,0.828125,0.9130434782608695,198,175
Gemma 4 31B,Stochastic,Testimony,Temporal.Synchrony,3,0.7853801169590643,0.11672051696571088,0.6666666666666666,0.9,51,41
Gemma 4 31B,Stochastic,SocialJudgment,Comparison.Contrast,3,0.5723957444387552,0.05675647953008763,0.5161290322580645,0.6296296296296297,86,49
Gemma 4 31B,Stochastic,SocialJudgment,Comparison.Concession,3,0.6666666666666666,0.28867513459481287,0.5,1.0,5,3
Gemma 4 31B,Stochastic,SocialJudgment,Contingency.Cause,3,0.3524475524475525,0.06946699825559523,0.2727272727272727,0.4,50,17
Gemma 4 31B,Stochastic,SocialJudgment,Contingency.Condition,3,0.12222222222222223,0.10715167512214395,0.0,0.2,32,4
Gemma 4 31B,Stochastic,SocialJudgment,Expansion.Conjunction,3,0.6543269230769231,0.09955870640335814,0.59375,0.7692307692307693,88,57
Gemma 4 31B,Stochastic,SocialJudgment,Expansion.Alternative,3,0.0,,0.0,0.0,1,0
Gemma 4 31B,Stochastic,SocialJudgment,Expansion.Restatement,3,,,,,0,0
Gemma 4 31B,Stochastic,SocialJudgment,Temporal.Asynchronous,3,0.42950513538748836,0.08680460909338163,0.35294117647058826,0.5238095238095238,55,24
Gemma 4 31B,Stochastic,SocialJudgment,Temporal.Synchrony,3,0.27777777777777773,0.3469443332443555,0.0,0.6666666666666666,11,3
Gemma 4 31B,Stochastic,Behavioral,Comparison.Contrast,3,0.6159258924899441,0.03859714608652591,0.5909090909090909,0.660377358490566,176,108
Gemma 4 31B,Stochastic,Behavioral,Comparison.Concession,3,0.38888888888888884,0.3469443332443554,0.0,0.6666666666666666,6,3
Gemma 4 31B,Stochastic,Behavioral,Contingency.Cause,3,0.47624740953291883,0.07508686498294842,0.39215686274509803,0.5365853658536586,140,66
Gemma 4 31B,Stochastic,Behavioral,Contingency.Condition,3,0.20476190476190478,0.09511897312113418,0.1,0.2857142857142857,93,19
Gemma 4 31B,Stochastic,Behavioral,Expansion.Conjunction,3,0.48493971306471306,0.06037532871515576,0.4153846153846154,0.5238095238095238,192,93
Gemma 4 31B,Stochastic,Behavioral,Expansion.Alternative,3,0.55,0.07071067811865474,0.5,0.6,7,4
Gemma 4 31B,Stochastic,Behavioral,Expansion.Restatement,3,0.0,,0.0,0.0,1,0
Gemma 4 31B,Stochastic,Behavioral,Temporal.Asynchronous,3,0.4147572285870158,0.0803448279614915,0.3404255319148936,0.5,139,57
Gemma 4 31B,Stochastic,Behavioral,Temporal.Synchrony,3,0.4333333333333333,0.20275875100994065,0.3,0.6666666666666666,40,18
Gemma 4 31B,Stochastic,ClaimComparison,Comparison.Contrast,3,0.5772392290249433,0.03648626444743825,0.5357142857142857,0.6041666666666666,153,88
Gemma 4 31B,Stochastic,ClaimComparison,Comparison.Concession,3,0.27777777777777773,0.2545875386086578,0.0,0.5,7,2
Gemma 4 31B,Stochastic,ClaimComparison,Contingency.Cause,3,0.4166666666666667,0.0520416499866533,0.375,0.475,125,52
Gemma 4 31B,Stochastic,ClaimComparison,Contingency.Condition,3,0.18764367816091954,0.09751799939551593,0.125,0.3,91,17
Gemma 4 31B,Stochastic,ClaimComparison,Expansion.Conjunction,3,0.5051282051282051,0.09305255031602076,0.4,0.5769230769230769,177,89
Gemma 4 31B,Stochastic,ClaimComparison,Expansion.Alternative,3,0.25,0.3535533905932738,0.0,0.5,5,1
Gemma 4 31B,Stochastic,ClaimComparison,Expansion.Restatement,3,,,,,0,0
Gemma 4 31B,Stochastic,ClaimComparison,Temporal.Asynchronous,3,0.8510607205845301,0.05834687652088732,0.8148148148148148,0.9183673469387755,153,130
Gemma 4 31B,Stochastic,ClaimComparison,Temporal.Synchrony,3,0.6416361416361417,0.02566281997189704,0.6153846153846154,0.6666666666666666,33,21
Gemma 4 31B,Stochastic,Payoff,Comparison.Contrast,3,0.45834561351802733,0.1323253898650384,0.3793103448275862,0.6111111111111112,73,32
Gemma 4 31B,Stochastic,Payoff,Comparison.Concession,3,0.0,0.0,0.0,0.0,3,0
Gemma 4 31B,Stochastic,Payoff,Contingency.Cause,3,0.6565496948561464,0.08554590964628561,0.5625,0.7297297297297297,84,57
Gemma 4 31B,Stochastic,Payoff,Contingency.Condition,3,0.6097902097902098,0.08240777346042943,0.5384615384615384,0.7,68,41
Gemma 4 31B,Stochastic,Payoff,Expansion.Conjunction,3,0.6140873015873015,0.06385529778473847,0.5714285714285714,0.6875,91,56
Gemma 4 31B,Stochastic,Payoff,Expansion.Alternative,3,0.5,0.7071067811865476,0.0,1.0,3,1
Gemma 4 31B,Stochastic,Payoff,Expansion.Restatement,3,0.0,,0.0,0.0,1,0
Gemma 4 31B,Stochastic,Payoff,Temporal.Asynchronous,3,0.1450980392156863,0.12689168382245833,0.0,0.23529411764705882,44,7
Gemma 4 31B,Stochastic,Payoff,Temporal.Synchrony,3,0.13888888888888887,0.1272937693043289,0.0,0.25,19,3
Gemma 4 31B,Stochastic,Uncertainty,Comparison.Contrast,3,0.6777777777777777,0.01924500897298752,0.6666666666666666,0.7,40,27
Gemma 4 31B,Stochastic,Uncertainty,Comparison.Concession,3,,,,,0,0
Gemma 4 31B,Stochastic,Uncertainty,Contingency.Cause,3,0.5,0.2142857142857143,0.2857142857142857,0.7142857142857143,16,8
Gemma 4 31B,Stochastic,Uncertainty,Contingency.Condition,3,0.1574074074074074,0.1370245239532291,0.0,0.25,17,3
Gemma 4 31B,Stochastic,Uncertainty,Expansion.Conjunction,3,0.4444444444444444,0.13877773329774218,0.3333333333333333,0.6,37,17
Gemma 4 31B,Stochastic,Uncertainty,Expansion.Alternative,3,1.0,,1.0,1.0,1,1
Gemma 4 31B,Stochastic,Uncertainty,Expansion.Restatement,3,,,,,0,0
Gemma 4 31B,Stochastic,Uncertainty,Temporal.Asynchronous,3,0.3,0.08660254037844388,0.25,0.4,13,4
Gemma 4 31B,Stochastic,Uncertainty,Temporal.Synchrony,3,0.0,,0.0,0.0,4,0
Gemma 4 31B,Greedy,Mechanical,Comparison.Contrast,1,0.45454545454545453,,0.45454545454545453,0.45454545454545453,44,20
Gemma 4 31B,Greedy,Mechanical,Comparison.Concession,1,,,,,0,0
Gemma 4 31B,Greedy,Mechanical,Contingency.Cause,1,0.5319148936170213,,0.5319148936170213,0.5319148936170213,47,25
Gemma 4 31B,Greedy,Mechanical,Contingency.Condition,1,0.8780487804878049,,0.8780487804878049,0.8780487804878049,41,36
Gemma 4 31B,Greedy,Mechanical,Expansion.Conjunction,1,0.5,,0.5,0.5,64,32
Gemma 4 31B,Greedy,Mechanical,Expansion.Alternative,1,0.6,,0.6,0.6,5,3
Gemma 4 31B,Greedy,Mechanical,Expansion.Restatement,1,,,,,0,0
Gemma 4 31B,Greedy,Mechanical,Temporal.Asynchronous,1,0.4,,0.4,0.4,35,14
Gemma 4 31B,Greedy,Mechanical,Temporal.Synchrony,1,0.2857142857142857,,0.2857142857142857,0.2857142857142857,7,2
Gemma 4 31B,Greedy,Testimony,Comparison.Contrast,1,0.7407407407407407,,0.7407407407407407,0.7407407407407407,81,60
Gemma 4 31B,Greedy,Testimony,Comparison.Concession,1,1.0,,1.0,1.0,2,2
Gemma 4 31B,Greedy,Testimony,Contingency.Cause,1,0.38961038961038963,,0.38961038961038963,0.38961038961038963,77,30
Gemma 4 31B,Greedy,Testimony,Contingency.Condition,1,0.3,,0.3,0.3,50,15
Gemma 4 31B,Greedy,Testimony,Expansion.Conjunction,1,0.7368421052631579,,0.7368421052631579,0.7368421052631579,114,84
Gemma 4 31B,Greedy,Testimony,Expansion.Alternative,1,0.375,,0.375,0.375,8,3
Gemma 4 31B,Greedy,Testimony,Expansion.Restatement,1,,,,,0,0
Gemma 4 31B,Greedy,Testimony,Temporal.Asynchronous,1,0.9117647058823529,,0.9117647058823529,0.9117647058823529,68,62
Gemma 4 31B,Greedy,Testimony,Temporal.Synchrony,1,0.6666666666666666,,0.6666666666666666,0.6666666666666666,18,12
Gemma 4 31B,Greedy,SocialJudgment,Comparison.Contrast,1,0.5151515151515151,,0.5151515151515151,0.5151515151515151,33,17
Gemma 4 31B,Greedy,SocialJudgment,Comparison.Concession,1,0.0,,0.0,0.0,1,0
Gemma 4 31B,Greedy,SocialJudgment,Contingency.Cause,1,0.4166666666666667,,0.4166666666666667,0.4166666666666667,12,5
Gemma 4 31B,Greedy,SocialJudgment,Contingency.Condition,1,0.3,,0.3,0.3,10,3
Gemma 4 31B,Greedy,SocialJudgment,Expansion.Conjunction,1,0.6111111111111112,,0.6111111111111112,0.6111111111111112,36,22
Gemma 4 31B,Greedy,SocialJudgment,Expansion.Alternative,1,0.0,,0.0,0.0,1,0
Gemma 4 31B,Greedy,SocialJudgment,Expansion.Restatement,1,,,,,0,0
Gemma 4 31B,Greedy,SocialJudgment,Temporal.Asynchronous,1,0.45,,0.45,0.45,20,9
Gemma 4 31B,Greedy,SocialJudgment,Temporal.Synchrony,1,0.6,,0.6,0.6,5,3
Gemma 4 31B,Greedy,Behavioral,Comparison.Contrast,1,0.6428571428571429,,0.6428571428571429,0.6428571428571429,56,36
Gemma 4 31B,Greedy,Behavioral,Comparison.Concession,1,0.0,,0.0,0.0,1,0
Gemma 4 31B,Greedy,Behavioral,Contingency.Cause,1,0.3673469387755102,,0.3673469387755102,0.3673469387755102,49,18
Gemma 4 31B,Greedy,Behavioral,Contingency.Condition,1,0.1111111111111111,,0.1111111111111111,0.1111111111111111,27,3
Gemma 4 31B,Greedy,Behavioral,Expansion.Conjunction,1,0.35714285714285715,,0.35714285714285715,0.35714285714285715,70,25
Gemma 4 31B,Greedy,Behavioral,Expansion.Alternative,1,0.6666666666666666,,0.6666666666666666,0.6666666666666666,6,4
Gemma 4 31B,Greedy,Behavioral,Expansion.Restatement,1,,,,,0,0
Gemma 4 31B,Greedy,Behavioral,Temporal.Asynchronous,1,0.34782608695652173,,0.34782608695652173,0.34782608695652173,46,16
Gemma 4 31B,Greedy,Behavioral,Temporal.Synchrony,1,0.3125,,0.3125,0.3125,16,5
Gemma 4 31B,Greedy,ClaimComparison,Comparison.Contrast,1,0.5384615384615384,,0.5384615384615384,0.5384615384615384,52,28
Gemma 4 31B,Greedy,ClaimComparison,Comparison.Concession,1,0.0,,0.0,0.0,2,0
Gemma 4 31B,Greedy,ClaimComparison,Contingency.Cause,1,0.4418604651162791,,0.4418604651162791,0.4418604651162791,43,19
Gemma 4 31B,Greedy,ClaimComparison,Contingency.Condition,1,0.19230769230769232,,0.19230769230769232,0.19230769230769232,26,5
Gemma 4 31B,Greedy,ClaimComparison,Expansion.Conjunction,1,0.47297297297297297,,0.47297297297297297,0.47297297297297297,74,35
Gemma 4 31B,Greedy,ClaimComparison,Expansion.Alternative,1,0.5,,0.5,0.5,2,1
Gemma 4 31B,Greedy,ClaimComparison,Expansion.Restatement,1,,,,,0,0
Gemma 4 31B,Greedy,ClaimComparison,Temporal.Asynchronous,1,0.8979591836734694,,0.8979591836734694,0.8979591836734694,49,44
Gemma 4 31B,Greedy,ClaimComparison,Temporal.Synchrony,1,0.7777777777777778,,0.7777777777777778,0.7777777777777778,9,7
Gemma 4 31B,Greedy,Payoff,Comparison.Contrast,1,0.391304347826087,,0.391304347826087,0.391304347826087,23,9
Gemma 4 31B,Greedy,Payoff,Comparison.Concession,1,,,,,0,0
Gemma 4 31B,Greedy,Payoff,Contingency.Cause,1,0.59375,,0.59375,0.59375,32,19
Gemma 4 31B,Greedy,Payoff,Contingency.Condition,1,0.6666666666666666,,0.6666666666666666,0.6666666666666666,21,14
Gemma 4 31B,Greedy,Payoff,Expansion.Conjunction,1,0.5384615384615384,,0.5384615384615384,0.5384615384615384,39,21
Gemma 4 31B,Greedy,Payoff,Expansion.Alternative,1,0.0,,0.0,0.0,1,0
Gemma 4 31B,Greedy,Payoff,Expansion.Restatement,1,,,,,0,0
Gemma 4 31B,Greedy,Payoff,Temporal.Asynchronous,1,0.13333333333333333,,0.13333333333333333,0.13333333333333333,15,2
Gemma 4 31B,Greedy,Payoff,Temporal.Synchrony,1,0.25,,0.25,0.25,4,1
Gemma 4 31B,Greedy,Uncertainty,Comparison.Contrast,1,0.7,,0.7,0.7,10,7
Gemma 4 31B,Greedy,Uncertainty,Comparison.Concession,1,,,,,0,0
Gemma 4 31B,Greedy,Uncertainty,Contingency.Cause,1,0.8333333333333334,,0.8333333333333334,0.8333333333333334,6,5
Gemma 4 31B,Greedy,Uncertainty,Contingency.Condition,1,0.0,,0.0,0.0,1,0
Gemma 4 31B,Greedy,Uncertainty,Expansion.Conjunction,1,0.5,,0.5,0.5,10,5
Gemma 4 31B,Greedy,Uncertainty,Expansion.Alternative,1,,,,,0,0
Gemma 4 31B,Greedy,Uncertainty,Expansion.Restatement,1,,,,,0,0
Gemma 4 31B,Greedy,Uncertainty,Temporal.Asynchronous,1,0.16666666666666666,,0.16666666666666666,0.16666666666666666,6,1
Gemma 4 31B,Greedy,Uncertainty,Temporal.Synchrony,1,0.0,,0.0,0.0,2,0
