model,decoding_group,semantic_category,discourse_relation,n_runs,mean_relations_per_100_words,sd_relations_per_100_words,min_relations_per_100_words,max_relations_per_100_words,mean_per_justification_density,total_words,total_relations,low_support_diagnostic
Gemma 4 2B,Stochastic,Uncertainty,Any explicit,3,3.4732616351891195,0.12583019635292114,3.3346359254917286,3.5802629865902875,3.451335690500373,23033,800,False
Gemma 4 2B,Greedy,Mechanical,Comparison,1,0.5988023952095808,,0.5988023952095808,0.5988023952095808,0.626517727051967,334,2,True
Gemma 4 2B,Greedy,Mechanical,Contingency,1,1.1976047904191616,,1.1976047904191616,1.1976047904191616,1.2321369981064725,334,4,True
Gemma 4 2B,Greedy,Mechanical,Expansion,1,0.8982035928143712,,0.8982035928143712,0.8982035928143712,0.9339294585196225,334,3,True
Gemma 4 2B,Greedy,Mechanical,Temporal,1,0.2994011976047904,,0.2994011976047904,0.2994011976047904,0.3278688524590164,334,1,True
Gemma 4 2B,Greedy,Mechanical,Any explicit,1,2.9940119760479043,,2.9940119760479043,2.9940119760479043,3.1204530361370777,334,10,True
Gemma 4 2B,Greedy,Testimony,Comparison,1,1.0763940798325609,,1.0763940798325609,1.0763940798325609,1.0586752322242292,6689,72,False
Gemma 4 2B,Greedy,Testimony,Contingency,1,1.1660935864852744,,1.1660935864852744,1.1660935864852744,1.1603831806411704,6689,78,False
Gemma 4 2B,Greedy,Testimony,Expansion,1,1.0016444909552997,,1.0016444909552997,1.0016444909552997,1.0273141428565844,6689,67,False
Gemma 4 2B,Greedy,Testimony,Temporal,1,0.2989983555090447,,0.2989983555090447,0.2989983555090447,0.309046372881931,6689,20,False
Gemma 4 2B,Greedy,Testimony,Any explicit,1,3.5431305127821795,,3.5431305127821795,3.5431305127821795,3.5554189286039155,6689,237,False
Gemma 4 2B,Greedy,SocialJudgment,Comparison,1,1.079196413747302,,1.079196413747302,1.079196413747302,1.0841140174671564,6023,65,False
Gemma 4 2B,Greedy,SocialJudgment,Contingency,1,1.0625933919973436,,1.0625933919973436,1.0625933919973436,1.0681133031331638,6023,64,False
Gemma 4 2B,Greedy,SocialJudgment,Expansion,1,1.079196413747302,,1.079196413747302,1.079196413747302,1.08896939151655,6023,65,False
