model,decoding_group,semantic_category,discourse_relation,n_runs,mean_relations_per_100_words,sd_relations_per_100_words,min_relations_per_100_words,max_relations_per_100_words,mean_per_justification_density,total_words,total_relations,low_support_diagnostic
Gemma 4 31B,Stochastic,Uncertainty,Any explicit,3,3.1546583258205025,0.33984864141538285,2.8044871794871793,3.4831460674157304,3.079153273951995,4854,155,True
Gemma 4 31B,Greedy,Mechanical,Comparison,1,0.6310740880979427,,0.6310740880979427,0.6310740880979427,0.5952278299555358,7923,50,False
Gemma 4 31B,Greedy,Mechanical,Contingency,1,1.2621481761958855,,1.2621481761958855,1.2621481761958855,1.2458199041674223,7923,100,False
Gemma 4 31B,Greedy,Mechanical,Expansion,1,1.2242837309100087,,1.2242837309100087,1.2242837309100087,1.2017577254969192,7923,97,False
Gemma 4 31B,Greedy,Mechanical,Temporal,1,0.6815600151457781,,0.6815600151457781,0.6815600151457781,0.6565149753166494,7923,54,False
Gemma 4 31B,Greedy,Mechanical,Any explicit,1,3.799066010349615,,3.799066010349615,3.799066010349615,3.6993204349365265,7923,301,False
Gemma 4 31B,Greedy,Testimony,Comparison,1,0.6683081252198382,,0.6683081252198382,0.6683081252198382,0.6519996436419434,14215,95,False
Gemma 4 31B,Greedy,Testimony,Contingency,1,1.0059795990151248,,1.0059795990151248,1.0059795990151248,0.9878881254409222,14215,143,False
Gemma 4 31B,Greedy,Testimony,Expansion,1,1.1748153359127682,,1.1748153359127682,1.1748153359127682,1.161920763976838,14215,167,False
Gemma 4 31B,Greedy,Testimony,Temporal,1,0.8019697502638058,,0.8019697502638058,0.8019697502638058,0.7922522293395441,14215,114,False
Gemma 4 31B,Greedy,Testimony,Any explicit,1,3.651072810411537,,3.651072810411537,3.651072810411537,3.5940607623992484,14215,519,False
Gemma 4 31B,Greedy,SocialJudgment,Comparison,1,0.9548206800186306,,0.9548206800186306,0.9548206800186306,0.928741090194728,4294,41,False
Gemma 4 31B,Greedy,SocialJudgment,Contingency,1,0.5589194224499301,,0.5589194224499301,0.5589194224499301,0.5437079327718808,4294,24,False
Gemma 4 31B,Greedy,SocialJudgment,Expansion,1,1.0945505356311132,,1.0945505356311132,1.0945505356311132,1.106823889620182,4294,47,False
Gemma 4 31B,Greedy,SocialJudgment,Temporal,1,0.8383791336748952,,0.8383791336748952,0.8383791336748952,0.8302336246742551,4294,36,False
Gemma 4 31B,Greedy,SocialJudgment,Any explicit,1,3.446669771774569,,3.446669771774569,3.446669771774569,3.4095065372610462,4294,148,False
Gemma 4 31B,Greedy,Behavioral,Comparison,1,0.7285776424532405,,0.7285776424532405,0.7285776424532405,0.7138724988415249,9196,67,False
Gemma 4 31B,Greedy,Behavioral,Contingency,1,0.9243149195302305,,0.9243149195302305,0.9243149195302305,0.8871782655803702,9196,85,False
Gemma 4 31B,Greedy,Behavioral,Expansion,1,1.1309264897781643,,1.1309264897781643,1.1309264897781643,1.1011719990365985,9196,104,False
Gemma 4 31B,Greedy,Behavioral,Temporal,1,0.9134406263592867,,0.9134406263592867,0.9134406263592867,0.9115996386709084,9196,84,False
Gemma 4 31B,Greedy,Behavioral,Any explicit,1,3.697259678120922,,3.697259678120922,3.697259678120922,3.6138224021294016,9196,340,False
Gemma 4 31B,Greedy,ClaimComparison,Comparison,1,0.717294773995218,,0.717294773995218,0.717294773995218,0.7064955518309042,8783,63,False
Gemma 4 31B,Greedy,ClaimComparison,Contingency,1,0.8880792439940794,,0.8880792439940794,0.8880792439940794,0.8717471871186401,8783,78,False
Gemma 4 31B,Greedy,ClaimComparison,Expansion,1,1.2410338153250597,,1.2410338153250597,1.2410338153250597,1.246157564507529,8783,109,False
Gemma 4 31B,Greedy,ClaimComparison,Temporal,1,0.9108505066605943,,0.9108505066605943,0.9108505066605943,0.9298010105810742,8783,80,False
Gemma 4 31B,Greedy,ClaimComparison,Any explicit,1,3.7572583399749515,,3.7572583399749515,3.7572583399749515,3.754201314038148,8783,330,False
Gemma 4 31B,Greedy,Payoff,Comparison,1,0.5990783410138248,,0.5990783410138248,0.5990783410138248,0.5743097670190747,4340,26,False
Gemma 4 31B,Greedy,Payoff,Contingency,1,1.4746543778801844,,1.4746543778801844,1.4746543778801844,1.4750287956798622,4340,64,False
Gemma 4 31B,Greedy,Payoff,Expansion,1,1.359447004608295,,1.359447004608295,1.359447004608295,1.3402262648928356,4340,59,False
Gemma 4 31B,Greedy,Payoff,Temporal,1,0.5529953917050692,,0.5529953917050692,0.5529953917050692,0.551652246114119,4340,24,False
Gemma 4 31B,Greedy,Payoff,Any explicit,1,3.986175115207373,,3.986175115207373,3.986175115207373,3.9412170737058916,4340,173,False
Gemma 4 31B,Greedy,Uncertainty,Comparison,1,1.0067114093959733,,1.0067114093959733,1.0067114093959733,1.0294170626241608,1192,12,True
Gemma 4 31B,Greedy,Uncertainty,Contingency,1,0.6711409395973155,,0.6711409395973155,0.6711409395973155,0.6698024859132662,1192,8,True
Gemma 4 31B,Greedy,Uncertainty,Expansion,1,1.0067114093959733,,1.0067114093959733,1.0067114093959733,1.0003185649072752,1192,12,True
Gemma 4 31B,Greedy,Uncertainty,Temporal,1,0.8389261744966443,,0.8389261744966443,0.8389261744966443,0.8903135650567897,1192,10,True
Gemma 4 31B,Greedy,Uncertainty,Any explicit,1,3.523489932885906,,3.523489932885906,3.523489932885906,3.5898516785014913,1192,42,True
