model,decoding_group,semantic_category,discourse_relation,n_runs,mean_conditional_prevalence,sd_conditional_prevalence,min_conditional_prevalence,max_conditional_prevalence,mean_n_semantic_sentences,total_n_semantic_sentences,total_n_joint_sentences,support_is_thin
Gemma 4 31B,Greedy,SocialJudgment,Expansion,1,0.3333333333333333,,0.3333333333333333,0.3333333333333333,69.0,69,23,False
Gemma 4 31B,Greedy,SocialJudgment,Temporal,1,0.17391304347826086,,0.17391304347826086,0.17391304347826086,69.0,69,12,False
Gemma 4 31B,Greedy,SocialJudgment,Any explicit,1,0.6086956521739131,,0.6086956521739131,0.6086956521739131,69.0,69,42,False
Gemma 4 31B,Greedy,Behavioral,Comparison,1,0.23493975903614459,,0.23493975903614459,0.23493975903614459,166.0,166,39,False
Gemma 4 31B,Greedy,Behavioral,Contingency,1,0.13253012048192772,,0.13253012048192772,0.13253012048192772,166.0,166,22,False
Gemma 4 31B,Greedy,Behavioral,Expansion,1,0.18072289156626506,,0.18072289156626506,0.18072289156626506,166.0,166,30,False
Gemma 4 31B,Greedy,Behavioral,Temporal,1,0.12650602409638553,,0.12650602409638553,0.12650602409638553,166.0,166,21,False
Gemma 4 31B,Greedy,Behavioral,Any explicit,1,0.5060240963855421,,0.5060240963855421,0.5060240963855421,166.0,166,84,False
Gemma 4 31B,Greedy,ClaimComparison,Comparison,1,0.16470588235294117,,0.16470588235294117,0.16470588235294117,170.0,170,28,False
Gemma 4 31B,Greedy,ClaimComparison,Contingency,1,0.1411764705882353,,0.1411764705882353,0.1411764705882353,170.0,170,24,False
Gemma 4 31B,Greedy,ClaimComparison,Expansion,1,0.23529411764705882,,0.23529411764705882,0.23529411764705882,170.0,170,40,False
Gemma 4 31B,Greedy,ClaimComparison,Temporal,1,0.28823529411764703,,0.28823529411764703,0.28823529411764703,170.0,170,49,False
Gemma 4 31B,Greedy,ClaimComparison,Any explicit,1,0.6176470588235294,,0.6176470588235294,0.6176470588235294,170.0,170,105,False
Gemma 4 31B,Greedy,Payoff,Comparison,1,0.14516129032258066,,0.14516129032258066,0.14516129032258066,62.0,62,9,False
Gemma 4 31B,Greedy,Payoff,Contingency,1,0.5,,0.5,0.5,62.0,62,31,False
Gemma 4 31B,Greedy,Payoff,Expansion,1,0.3387096774193548,,0.3387096774193548,0.3387096774193548,62.0,62,21,False
Gemma 4 31B,Greedy,Payoff,Temporal,1,0.04838709677419355,,0.04838709677419355,0.04838709677419355,62.0,62,3,False
Gemma 4 31B,Greedy,Payoff,Any explicit,1,0.7580645161290323,,0.7580645161290323,0.7580645161290323,62.0,62,47,False
Gemma 4 31B,Greedy,Uncertainty,Comparison,1,0.4375,,0.4375,0.4375,16.0,16,7,True
Gemma 4 31B,Greedy,Uncertainty,Contingency,1,0.3125,,0.3125,0.3125,16.0,16,5,True
Gemma 4 31B,Greedy,Uncertainty,Expansion,1,0.3125,,0.3125,0.3125,16.0,16,5,True
Gemma 4 31B,Greedy,Uncertainty,Temporal,1,0.0625,,0.0625,0.0625,16.0,16,1,True
Gemma 4 31B,Greedy,Uncertainty,Any explicit,1,0.875,,0.875,0.875,16.0,16,14,True
