model,decoding_group,semantic_category,discourse_relation,n_runs,mean_conditional_prevalence,sd_conditional_prevalence,min_conditional_prevalence,max_conditional_prevalence,mean_n_semantic_sentences,total_n_semantic_sentences,total_n_joint_sentences,support_is_thin
Gemma 4 4B,Stochastic,Testimony,Temporal,3,0.1683523944934733,0.02526826484835967,0.14102564102564102,0.1908713692946058,235.33333333333334,706,119,False
Gemma 4 4B,Stochastic,Testimony,Any explicit,3,0.6489586946018481,0.019332386123680427,0.6348547717842323,0.670995670995671,235.33333333333334,706,458,False
Gemma 4 4B,Stochastic,SocialJudgment,Comparison,3,0.3004882152378025,0.023066207306401788,0.27391304347826084,0.3153153153153153,229.66666666666666,689,207,False
Gemma 4 4B,Stochastic,SocialJudgment,Contingency,3,0.037585301316726744,0.012346098262635746,0.02608695652173913,0.05063291139240506,229.66666666666666,689,26,False
Gemma 4 4B,Stochastic,SocialJudgment,Expansion,3,0.16883504307830122,0.044890349527126186,0.12162162162162163,0.2109704641350211,229.66666666666666,689,117,False
Gemma 4 4B,Stochastic,SocialJudgment,Temporal,3,0.07685274707839375,0.014344290833155447,0.06086956521739131,0.08860759493670886,229.66666666666666,689,53,False
Gemma 4 4B,Stochastic,SocialJudgment,Any explicit,3,0.4823521925888464,0.050089619112945565,0.45045045045045046,0.540084388185654,229.66666666666666,689,333,False
Gemma 4 4B,Stochastic,Behavioral,Comparison,3,0.33039210572074423,0.006947475751977885,0.3244444444444444,0.3380281690140845,218.0,654,216,False
Gemma 4 4B,Stochastic,Behavioral,Contingency,3,0.04727264823508955,0.00849821789594945,0.03755868544600939,0.05333333333333334,218.0,654,31,False
Gemma 4 4B,Stochastic,Behavioral,Expansion,3,0.14059380977221353,0.021607902525138934,0.11574074074074074,0.15492957746478872,218.0,654,92,False
Gemma 4 4B,Stochastic,Behavioral,Temporal,3,0.09783863675882455,0.02065101648527387,0.07981220657276995,0.12037037037037036,218.0,654,64,False
Gemma 4 4B,Stochastic,Behavioral,Any explicit,3,0.49856025039123636,0.004676332866357598,0.49333333333333335,0.5023474178403756,218.0,654,326,False
Gemma 4 4B,Stochastic,ClaimComparison,Comparison,3,0.2456816059757236,0.04535136051955628,0.19642857142857142,0.2857142857142857,54.333333333333336,163,40,False
Gemma 4 4B,Stochastic,ClaimComparison,Contingency,3,0.04820261437908496,0.036479037769318455,0.0196078431372549,0.08928571428571429,54.333333333333336,163,8,False
Gemma 4 4B,Stochastic,ClaimComparison,Expansion,3,0.1415732959850607,0.06388720874035561,0.07142857142857142,0.19642857142857142,54.333333333333336,163,23,False
